codice,aeroporto_partenza,numero_voli,ritardo_minimo,ritardo_massimo,ritardo_medio,tasso_cancellazione,mese
MQ,TUS,4,1.0,8.0,2.25,0.0,10
NK,MEM,3,0.0,-6.0,0.0,0.0,1
9E,CSG,1,0.0,-14.0,0.0,0.0,4
AS,DLG,2,0.0,-13.0,0.0,0.0,9
UA,MYR,6,116.0,122.0,39.67,0.0,6
UA,MDT,3,2.0,2.0,0.67,0.0,5
G4,PVD,4,8.0,25.0,8.25,0.0,10
OH,MLI,2,44.0,44.0,22.0,0.0,12
OO,EVV,2,0.0,-5.0,0.0,0.0,1
G4,MEM,3,0.0,-5.0,0.0,0.0,8
OO,BDL,1,14.0,14.0,14.0,0.0,10
G4,EVV,1,146.0,146.0,146.0,0.0,4
NK,MKE,1,0.0,-27.0,0.0,0.0,10
G4,ELP,1,0.0,-20.0,0.0,0.0,4
DL,SAN,70,1.0,245.0,10.86,0.0,3
F9,PHL,99,2.0,239.0,15.67,1.01,9
YX,PHL,101,1.0,327.0,13.17,0.0,5
OO,DEN,538,1.0,856.0,13.76,0.0,7
AA,BWI,30,3.0,122.0,14.13,10.0,6
YX,IND,125,1.0,256.0,9.87,0.0,11
UA,LAX,192,1.0,156.0,8.64,1.56,9
AS,SJC,22,12.0,32.0,3.45,0.0,10
AS,KOA,15,3.0,184.0,25.27,0.0,3
MQ,DCA,40,3.0,29.0,1.9,2.5,4
B6,MCO,143,1.0,355.0,15.96,3.5,4
OO,DFW,165,1.0,164.0,13.42,7.88,1
MQ,CMH,30,1.0,77.0,7.43,0.0,3
DL,BOI,15,1.0,31.0,4.73,0.0,11
OO,ATL,67,1.0,288.0,25.63,0.0,6
WN,IND,112,1.0,309.0,13.15,0.0,4
F9,CLT,37,1.0,232.0,22.59,2.7,10
UA,HNL,41,1.0,154.0,11.15,0.0,11
UA,TPA,67,1.0,292.0,29.72,5.97,7
AA,OMA,37,1.0,321.0,11.3,5.41,6
YX,SYR,5,0.0,0.0,0.0,0.0,5
OO,OMA,48,3.0,160.0,9.9,0.0,4
UA,HDN,10,5.0,78.0,21.0,0.0,3
9E,MKE,16,11.0,969.0,71.5,0.0,4
DL,BOS,210,1.0,1104.0,26.41,0.0,6
OO,MRY,44,1.0,567.0,33.64,2.27,12
AS,SAN,61,3.0,225.0,12.57,29.51,1
AA,SLC,37,1.0,253.0,35.46,0.0,1
AS,BOS,12,14.0,241.0,22.5,16.67,1
WN,LIT,23,1.0,48.0,10.74,0.0,6
B6,MSP,3,0.0,-8.0,0.0,0.0,3
AS,LAX,75,2.0,123.0,8.03,1.33,9
OH,CMH,22,2.0,313.0,33.73,0.0,7
F9,PHX,67,1.0,170.0,14.7,2.99,10
OO,HLN,13,7.0,44.0,3.92,0.0,3
YX,OMA,13,12.0,103.0,10.92,7.69,12
AA,PIT,52,1.0,595.0,19.75,0.0,3
WN,BOI,42,1.0,283.0,12.71,0.0,7
OO,LWS,13,4.0,67.0,13.69,0.0,1
OO,LAS,39,5.0,242.0,31.9,7.69,12
F9,CVG,29,4.0,78.0,7.34,0.0,10
OO,BZN,27,1.0,84.0,4.52,0.0,7
AA,VPS,21,4.0,169.0,20.95,4.76,7
UA,MSO,12,40.0,56.0,8.0,0.0,10
AA,EWR,58,2.0,132.0,14.84,0.0,9
OO,XNA,24,1.0,93.0,14.29,4.17,5
NK,PHL,53,1.0,115.0,14.57,9.43,7
AA,DEN,55,1.0,402.0,18.98,0.0,2
OO,DEC,7,2.0,139.0,20.14,0.0,7
UA,FCA,10,2.0,54.0,8.5,0.0,8
AA,SLC,27,3.0,481.0,33.41,0.0,4
YX,CLE,31,4.0,142.0,15.16,0.0,6
OH,ROC,5,3.0,3.0,0.6,0.0,3
OH,CHS,18,3.0,152.0,14.94,0.0,9
WN,RDU,55,1.0,72.0,6.42,0.0,2
UA,PWM,12,6.0,31.0,6.17,8.33,6
F9,ORD,27,1.0,182.0,28.74,7.41,6
OH,PIT,6,1.0,37.0,15.17,0.0,4
OO,AVL,10,3.0,177.0,24.6,0.0,1
G4,GRR,19,3.0,113.0,12.47,0.0,10
B6,SAN,15,1.0,123.0,13.27,0.0,1
B6,DFW,3,15.0,41.0,18.67,0.0,2
OH,MLB,11,1.0,38.0,7.09,9.09,3
AS,RSW,2,0.0,-5.0,0.0,0.0,12
OO,EGE,21,4.0,165.0,11.24,0.0,1
UA,SAV,6,0.0,-9.0,0.0,0.0,2
UA,SJC,20,3.0,834.0,45.6,0.0,4
MQ,FWA,7,4.0,192.0,35.57,0.0,5
YX,DLH,4,0.0,-3.0,0.0,0.0,10
OO,CIU,4,32.0,32.0,8.0,0.0,7
G4,FAR,3,11.0,11.0,3.67,0.0,4
OO,RIW,5,0.0,-11.0,0.0,0.0,9
AA,SBP,9,10.0,64.0,18.44,0.0,8
OH,BTV,5,0.0,-9.0,0.0,0.0,2
F9,DSM,3,25.0,25.0,8.33,0.0,8
AS,OTZ,2,11.0,37.0,24.0,0.0,12
MQ,YUM,4,2.0,7.0,3.5,0.0,5
MQ,ABQ,8,1.0,1.0,0.13,0.0,9
F9,AUS,9,10.0,42.0,12.89,0.0,11
MQ,AVP,6,31.0,138.0,47.83,0.0,8
OO,MEM,8,3.0,95.0,12.25,0.0,2
OH,AUS,5,0.0,-4.0,0.0,0.0,3
OH,PVD,8,5.0,5.0,0.63,0.0,3
OO,EWR,1,9.0,9.0,9.0,0.0,4
G4,BMI,3,14.0,47.0,20.33,0.0,7
OO,PIT,11,0.0,-1.0,0.0,0.0,9
MQ,TUS,4,89.0,89.0,22.25,0.0,8
OH,CID,7,1.0,10.0,1.57,0.0,11
9E,MLI,5,0.0,-7.0,0.0,0.0,11
G4,JAX,3,3.0,3.0,1.0,0.0,8
G4,TOL,2,0.0,-9.0,0.0,0.0,8
OO,PIB,2,363.0,363.0,181.5,0.0,3
9E,OMA,1,0.0,-7.0,0.0,0.0,6
AA,ORD,453,1.0,904.0,36.56,2.43,5
AA,SAN,87,1.0,439.0,24.72,1.15,7
AA,MCO,155,2.0,357.0,33.3,3.23,6
DL,SAV,32,1.0,96.0,11.84,0.0,5
NK,BHM,1,6.0,6.0,6.0,0.0,11
YX,DTW,28,2.0,10.0,0.57,0.0,2
NK,BWI,78,1.0,418.0,37.12,3.85,8
OO,ORD,393,1.0,572.0,15.77,0.25,11
DL,MCI,62,5.0,11.0,0.53,0.0,4
WN,MCI,196,1.0,214.0,6.95,1.53,10
F9,SAN,23,3.0,88.0,11.83,0.0,7
YX,LGA,301,1.0,358.0,13.08,2.66,5
G4,PVU,17,1.0,89.0,9.24,0.0,5
UA,MEM,14,3.0,120.0,22.57,0.0,5
DL,HDN,3,12.0,33.0,15.0,0.0,2
MQ,ORD,202,1.0,764.0,32.17,6.93,1
OO,PSC,44,1.0,77.0,6.05,0.0,10
G4,SDF,7,14.0,84.0,19.43,0.0,8
AA,MCI,46,1.0,96.0,8.83,0.0,2
DL,GPT,13,1.0,19.0,1.54,0.0,9
NK,EWR,64,1.0,720.0,20.94,0.0,2
B6,ORD,13,1.0,40.0,5.15,0.0,3
DL,JAX,35,4.0,162.0,11.37,2.86,9
DL,MSY,70,1.0,101.0,5.66,0.0,2
NK,DTW,60,2.0,113.0,9.75,0.0,2
MQ,PIA,10,7.0,175.0,27.7,0.0,11
MQ,XNA,51,1.0,173.0,11.57,0.0,11
OO,IND,12,10.0,110.0,10.0,16.67,5
DL,PDX,55,1.0,107.0,5.02,0.0,12
YX,BOS,210,1.0,190.0,8.57,0.0,9
F9,MCO,114,1.0,258.0,21.3,2.63,6
OH,PVD,21,1.0,204.0,32.52,4.76,7
UA,MIA,49,4.0,105.0,9.16,0.0,11
OO,HPN,8,2.0,105.0,13.38,0.0,9
AA,SAT,71,1.0,264.0,18.85,1.41,3
F9,AUS,6,22.0,22.0,3.67,16.67,3
NK,RIC,11,2.0,931.0,103.09,9.09,6
OO,DAY,16,52.0,162.0,13.38,0.0,10
OO,BUR,37,1.0,143.0,14.14,0.0,8
MQ,GPT,7,6.0,10.0,2.29,0.0,3
B6,SFO,27,4.0,178.0,9.96,0.0,11
AS,DEN,14,6.0,28.0,5.0,0.0,10
DL,FCA,6,10.0,467.0,83.33,0.0,8
DL,BHM,18,1.0,19.0,2.17,0.0,11
OO,LNK,9,2.0,153.0,28.78,0.0,5
OO,PLN,11,2.0,420.0,64.73,0.0,11
NK,SDF,11,9.0,147.0,18.55,0.0,5
MQ,MLI,5,276.0,276.0,55.2,20.0,1
OH,ALB,7,2.0,26.0,4.29,14.29,9
AS,OTZ,3,0.0,-9.0,0.0,33.33,4
YX,MKE,15,15.0,114.0,21.13,0.0,11
G4,OMA,1,27.0,27.0,27.0,0.0,8
YX,GSO,9,2.0,40.0,10.89,0.0,5
YX,ATL,13,1.0,60.0,13.62,0.0,5
MQ,HPN,13,8.0,24.0,2.46,0.0,2
MQ,ATW,9,17.0,33.0,5.56,0.0,3
F9,BOS,19,3.0,89.0,14.84,5.26,8
B6,PWM,5,2.0,130.0,26.4,0.0,7
MQ,IND,3,1.0,108.0,39.67,0.0,5
DL,ILM,12,576.0,576.0,48.0,0.0,10
OO,PIH,5,19.0,19.0,3.8,0.0,1
G4,MDT,9,8.0,76.0,16.89,0.0,7
NK,CHS,7,2.0,63.0,19.29,0.0,11
AA,TUS,23,2.0,27.0,2.78,0.0,9
9E,FAY,6,115.0,207.0,53.67,0.0,12
OO,KTN,4,6.0,30.0,12.5,0.0,7
B6,DEN,8,5.0,1003.0,138.63,0.0,12
MQ,EWR,2,28.0,28.0,14.0,0.0,8
B6,MSY,6,0.0,-9.0,0.0,0.0,10
F9,ORF,3,3.0,3.0,1.0,0.0,11
OO,BIS,14,3.0,17.0,1.86,0.0,10
9E,CHO,12,9.0,18.0,2.25,0.0,10
UA,PWM,2,0.0,-11.0,0.0,0.0,2
AS,TPA,9,7.0,16.0,6.33,0.0,2
OO,CLL,3,4.0,7.0,3.67,0.0,1
9E,MYR,4,66.0,84.0,37.5,0.0,12
9E,CWA,6,0.0,-9.0,0.0,0.0,4
OO,JST,4,55.0,55.0,13.75,0.0,3
DL,ICT,4,5.0,9.0,3.5,0.0,1
NK,LBE,7,0.0,-3.0,0.0,0.0,6
UA,RAP,3,72.0,72.0,24.0,33.33,2
AS,LIH,1,0.0,-25.0,0.0,0.0,9
MQ,COS,1,0.0,-7.0,0.0,0.0,5
YX,LIT,2,11.0,11.0,5.5,0.0,11
G4,RIC,2,36.0,36.0,18.0,0.0,9
UA,MAF,1,0.0,-2.0,0.0,0.0,2
UA,PVD,1,57.0,57.0,57.0,0.0,12
G4,HGR,2,9.0,9.0,4.5,0.0,9
NK,ORF,9,2.0,168.0,56.89,0.0,4
UA,CLE,67,1.0,160.0,8.6,0.0,12
WN,IND,123,1.0,211.0,10.48,4.07,3
OO,SEA,195,1.0,186.0,8.35,0.0,10
F9,ATL,80,1.0,1124.0,35.35,2.5,3
UA,SAN,72,2.0,259.0,12.81,0.0,2
OO,SEA,197,1.0,231.0,9.07,0.51,2
WN,ALB,27,3.0,227.0,9.26,0.0,4
DL,BNA,46,1.0,80.0,3.46,10.87,1
DL,ONT,16,3.0,1082.0,69.63,0.0,12
OO,SBN,46,8.0,320.0,21.87,0.0,6
AA,STL,64,1.0,342.0,32.64,4.69,8
YX,EWR,176,1.0,141.0,9.8,0.0,11
WN,MSP,58,4.0,103.0,6.52,0.0,2
AA,TPA,121,1.0,277.0,10.93,0.83,11
WN,SJU,36,1.0,151.0,13.64,0.0,12
F9,PHL,89,1.0,792.0,27.96,2.25,12
DL,EWR,61,2.0,481.0,56.62,8.2,7
MQ,OKC,17,253.0,253.0,14.88,5.88,3
DL,AUS,111,1.0,450.0,18.78,0.0,12
WN,BUF,41,4.0,21.0,1.88,0.0,10
G4,TYS,22,3.0,89.0,9.27,0.0,6
9E,CHO,15,14.0,124.0,20.6,13.33,8
DL,MIA,76,1.0,501.0,32.33,1.32,8
MQ,LIT,35,1.0,335.0,20.54,5.71,4
OO,FLG,20,2.0,44.0,5.9,0.0,12
MQ,CVG,21,3.0,74.0,11.24,0.0,2
OO,SBP,33,1.0,734.0,38.61,0.0,6
MQ,HHH,7,4.0,35.0,19.14,0.0,10
WN,COS,38,2.0,55.0,5.08,5.26,1
YX,CHS,22,10.0,191.0,11.55,0.0,2
AA,MDT,11,1.0,126.0,12.73,18.18,8
MQ,JAX,18,1.0,18.0,2.06,0.0,12
DL,ALB,8,5.0,163.0,38.13,0.0,1
UA,FAR,2,45.0,45.0,22.5,0.0,11
MQ,MSN,10,2.0,152.0,18.9,0.0,4
DL,EWR,57,1.0,72.0,3.28,0.0,2
AA,ELP,10,11.0,175.0,20.1,0.0,11
AA,BGR,5,33.0,857.0,184.8,0.0,10
UA,MSY,34,1.0,356.0,17.71,2.94,6
UA,MFR,8,19.0,102.0,23.13,0.0,5
F9,EWR,9,18.0,52.0,17.44,0.0,12
MQ,YUM,8,2.0,2.0,0.25,0.0,9
MQ,RIC,6,0.0,-15.0,0.0,0.0,10
DL,BDL,21,24.0,65.0,4.24,0.0,2
OO,FNT,5,18.0,578.0,152.8,0.0,1
MQ,TUL,24,9.0,214.0,16.79,0.0,6
9E,CWA,5,8.0,8.0,3.2,0.0,7
DL,OAK,3,0.0,-2.0,0.0,0.0,5
G4,MSO,5,1116.0,1116.0,223.2,0.0,1
9E,BHM,7,26.0,26.0,3.71,0.0,3
AA,JAC,11,15.0,34.0,6.73,0.0,10
OO,CYS,4,0.0,0.0,0.0,0.0,11
9E,BGR,8,39.0,39.0,4.88,0.0,6
G4,AUS,3,0.0,-2.0,0.0,0.0,4
OH,CMH,10,14.0,25.0,6.2,0.0,5
MQ,MSY,5,1.0,22.0,6.0,0.0,12
DL,SYR,6,8.0,18.0,4.33,0.0,10
AS,MSO,3,15.0,15.0,5.0,0.0,7
OH,LFT,5,1.0,80.0,18.8,0.0,6
DL,FAT,1,0.0,-13.0,0.0,0.0,8
DL,BIS,6,37.0,37.0,6.17,0.0,3
MQ,BWI,6,9.0,59.0,15.67,0.0,1
YX,MSY,6,8.0,91.0,16.5,0.0,3
OO,ROC,2,13.0,14.0,13.5,0.0,11
AS,BET,6,3.0,211.0,66.0,0.0,3
OO,HYS,3,313.0,313.0,104.33,0.0,8
F9,ELP,4,3.0,3.0,0.75,0.0,1
OO,BPT,5,221.0,221.0,44.2,0.0,11
B6,CHS,16,5.0,115.0,19.88,12.5,6
OO,APN,3,42.0,42.0,14.0,0.0,4
OH,SHV,4,6.0,6.0,1.5,0.0,10
DL,OGG,3,0.0,-8.0,0.0,0.0,9
AA,ANC,2,0.0,-5.0,0.0,0.0,11
AA,MTJ,2,0.0,-12.0,0.0,0.0,3
WN,MCO,381,1.0,328.0,11.31,0.26,12
WN,SLC,101,1.0,109.0,12.6,0.0,3
DL,CVG,48,1.0,108.0,7.88,0.0,12
WN,RNO,48,2.0,145.0,13.77,0.0,2
DL,RDU,85,1.0,503.0,14.19,0.0,3
AA,SNA,52,3.0,71.0,5.63,0.0,9
OO,BOI,120,1.0,423.0,10.98,0.0,9
UA,RDU,46,1.0,208.0,10.74,0.0,9
9E,ATL,197,1.0,100.0,3.61,0.0,2
DL,AUS,88,1.0,255.0,12.64,1.14,8
OO,MDW,8,37.0,37.0,4.63,0.0,2
AA,BUF,17,2.0,28.0,3.76,0.0,10
WN,PDX,91,1.0,272.0,13.79,0.0,8
DL,PDX,62,3.0,38.0,1.68,0.0,9
AA,RDU,119,1.0,689.0,23.71,5.04,7
OO,TUS,62,1.0,151.0,13.61,0.0,5
AA,JFK,82,3.0,176.0,8.33,0.0,2
OO,ABQ,26,2.0,20.0,1.08,0.0,8
B6,RDU,31,1.0,160.0,9.52,0.0,11
UA,MCO,117,2.0,957.0,22.53,1.71,4
WN,SAT,118,1.0,108.0,4.77,0.0,11
UA,IND,22,2.0,117.0,11.0,0.0,8
WN,CLE,31,2.0,204.0,10.35,0.0,11
WN,TUL,43,5.0,255.0,20.3,2.33,5
AA,SRQ,33,4.0,75.0,7.09,0.0,2
AS,BOS,27,3.0,87.0,14.3,3.7,7
OO,BZN,18,8.0,124.0,9.94,5.56,2
F9,MIA,23,8.0,293.0,31.91,4.35,8
HA,SEA,6,8.0,42.0,28.17,0.0,1
UA,PIT,26,2.0,163.0,20.92,3.85,8
B6,CLT,5,58.0,114.0,34.4,0.0,5
B6,LGA,41,7.0,234.0,21.63,0.0,12
MQ,GPT,7,8.0,69.0,16.86,0.0,6
YX,RIC,24,1.0,65.0,7.58,0.0,12
G4,TUL,10,3.0,1281.0,134.5,0.0,6
YX,CHO,3,10.0,10.0,3.33,0.0,10
OH,GPT,11,3.0,14.0,1.55,0.0,11
MQ,EYW,15,1.0,30.0,8.6,0.0,2
AS,ADQ,6,4.0,4.0,0.67,0.0,4
UA,PSP,13,11.0,106.0,14.46,0.0,11
G4,CID,7,7.0,163.0,24.29,0.0,2
WN,CHS,22,9.0,41.0,5.55,0.0,2
WN,HDN,3,58.0,58.0,19.33,0.0,11
UA,JAC,18,6.0,6.0,0.33,0.0,10
WN,HDN,14,5.0,126.0,19.07,7.14,1
9E,AUS,6,5.0,469.0,84.0,0.0,1
MQ,ICT,19,2.0,183.0,26.11,0.0,5
9E,CWA,8,18.0,18.0,2.25,0.0,5
B6,PVD,8,7.0,168.0,28.25,0.0,6
OO,BDL,1,14.0,14.0,14.0,0.0,7
F9,MSP,16,15.0,89.0,22.25,0.0,7
OO,GRI,6,5.0,46.0,10.67,0.0,9
NK,MYR,28,1.0,142.0,9.36,3.57,3
AS,SBA,5,11.0,11.0,2.2,0.0,5
DL,ABQ,9,3.0,115.0,19.22,0.0,7
OH,FWA,4,7.0,7.0,1.75,0.0,12
DL,TLH,13,2.0,16.0,1.54,0.0,6
OO,MSN,10,8.0,35.0,7.2,10.0,11
UA,EUG,11,44.0,79.0,11.18,0.0,3
AA,EUG,11,13.0,13.0,1.18,0.0,8
OO,ELM,5,4.0,56.0,16.6,0.0,7
DL,FAR,10,7.0,100.0,25.8,0.0,7
B6,SYR,5,15.0,58.0,14.6,0.0,7
AS,LIH,9,1.0,28.0,3.44,0.0,12
MQ,FWA,5,0.0,-2.0,0.0,0.0,8
G4,FWA,5,2.0,13.0,3.0,0.0,2
AA,FSD,3,0.0,-10.0,0.0,0.0,2
G4,PDX,3,1.0,1.0,0.33,0.0,3
UA,COS,3,123.0,123.0,41.0,0.0,8
MQ,ABI,8,2.0,8.0,1.25,0.0,2
F9,BNA,4,3.0,3.0,0.75,0.0,7
YX,SYR,5,11.0,11.0,2.2,0.0,10
NK,RDU,6,17.0,129.0,49.83,0.0,5
AS,BRW,2,63.0,63.0,31.5,0.0,6
AS,IND,4,21.0,72.0,39.5,0.0,6
OO,JAN,1,0.0,-21.0,0.0,0.0,5
AA,RAP,1,44.0,44.0,44.0,0.0,8
AS,ABQ,2,12.0,13.0,12.5,0.0,1
AS,PIT,2,0.0,-8.0,0.0,0.0,10
AS,CHS,1,0.0,-4.0,0.0,0.0,1
F9,HOU,1,28.0,28.0,28.0,0.0,10
OO,PHX,243,1.0,841.0,18.69,0.0,10
B6,MCO,141,1.0,576.0,25.26,2.13,1
WN,DSM,21,3.0,107.0,14.43,0.0,5
AS,BUR,13,21.0,21.0,1.62,0.0,2
WN,BWI,548,1.0,438.0,18.21,1.82,1
B6,ACK,18,68.0,86.0,12.5,0.0,6
UA,STL,28,5.0,234.0,28.79,0.0,5
WN,OGG,69,1.0,31.0,2.52,1.45,4
DL,DTW,485,1.0,282.0,8.42,0.0,9
B6,SJU,92,2.0,346.0,21.08,2.17,4
DL,MIA,110,1.0,140.0,16.58,0.91,1
AS,BOS,29,5.0,92.0,10.83,0.0,4
AA,FLL,64,1.0,433.0,23.69,0.0,5
OH,OAJ,11,1.0,57.0,8.0,0.0,10
UA,BUF,5,4.0,4.0,0.8,0.0,2
9E,ATL,191,1.0,145.0,6.25,0.52,6
UA,PHL,30,2.0,135.0,12.97,0.0,4
OO,DEN,584,1.0,1081.0,23.39,4.79,11
DL,STL,44,1.0,24.0,1.39,0.0,9
DL,IND,46,1.0,336.0,28.89,15.22,7
9E,SAV,18,4.0,58.0,5.89,0.0,3
OO,PWM,10,7.0,42.0,11.1,0.0,10
DL,GRR,22,21.0,243.0,20.5,0.0,6
F9,LGA,30,3.0,148.0,27.87,3.33,7
DL,MIA,84,1.0,258.0,30.89,0.0,6
G4,AZA,32,1.0,133.0,12.47,0.0,8
MQ,MAF,13,2.0,13.0,2.15,0.0,2
OO,PIB,4,0.0,-10.0,0.0,0.0,4
OH,ILM,32,2.0,77.0,9.63,3.13,5
WN,RNO,81,1.0,326.0,20.3,1.23,3
AS,ABQ,1,0.0,-13.0,0.0,0.0,5
G4,BLI,10,4.0,4.0,0.4,0.0,2
AA,ILM,14,2.0,91.0,7.64,7.14,6
AS,SFO,80,5.0,64.0,7.75,0.0,10
WN,SYR,14,8.0,33.0,3.71,7.14,2
F9,CID,3,0.0,-9.0,0.0,0.0,11
OO,PIH,9,0.0,-2.0,0.0,0.0,6
MQ,ILM,15,5.0,57.0,9.47,0.0,7
OH,BDL,14,5.0,28.0,3.86,0.0,6
B6,RIC,16,2.0,31.0,4.19,0.0,7
MQ,PNS,8,2.0,102.0,26.25,0.0,1
OO,SYR,12,5.0,170.0,31.92,0.0,6
G4,LAX,5,4.0,142.0,33.0,0.0,1
OO,MAF,22,1.0,307.0,18.5,0.0,7
F9,GRR,7,4.0,154.0,49.43,0.0,5
9E,SAV,7,24.0,256.0,40.0,0.0,11
MQ,ABQ,14,12.0,12.0,0.86,0.0,12
WN,PHL,45,1.0,203.0,11.56,0.0,6
OH,CHS,30,5.0,884.0,42.37,3.33,12
AA,EYW,5,9.0,9.0,1.8,0.0,10
OO,SBA,14,3.0,21.0,2.93,0.0,5
WN,BLI,9,3.0,121.0,17.44,0.0,3
MQ,EVV,6,4.0,27.0,8.83,0.0,12
NK,MCI,16,8.0,17.0,1.56,0.0,4
F9,SMF,16,10.0,321.0,31.25,0.0,11
9E,HPN,10,2.0,23.0,3.8,0.0,12
NK,SAN,17,3.0,67.0,4.12,5.88,3
WN,COS,42,1.0,131.0,12.36,0.0,8
NK,SAT,15,12.0,108.0,18.13,0.0,3
OO,HOB,8,65.0,342.0,50.88,0.0,7
WN,CLT,20,7.0,59.0,15.65,0.0,5
DL,PNS,14,1.0,35.0,2.57,0.0,1
WN,BHM,39,1.0,102.0,8.82,0.0,12
MQ,MHK,7,4.0,4.0,0.57,0.0,4
OO,JMS,8,5.0,235.0,30.0,0.0,7
UA,SBA,8,3.0,17.0,3.88,0.0,4
B6,ORH,8,2.0,193.0,49.5,0.0,2
OO,PIH,4,0.0,0.0,0.0,0.0,11
DL,CHS,31,1.0,44.0,4.19,0.0,3
NK,SEA,17,2.0,169.0,33.94,5.88,7
MQ,MGM,6,11.0,84.0,18.33,16.67,1
AS,PHL,1,0.0,-9.0,0.0,0.0,2
UA,GSP,5,9.0,29.0,7.6,20.0,7
MQ,MFE,6,44.0,44.0,7.33,0.0,9
OO,MGM,9,12.0,208.0,32.89,0.0,6
OH,BDL,6,55.0,55.0,9.17,0.0,12
F9,DCA,9,26.0,63.0,9.89,0.0,3
G4,USA,4,44.0,44.0,11.0,0.0,5
9E,BGR,5,0.0,-7.0,0.0,0.0,2
AA,SBA,5,1.0,1.0,0.2,0.0,7
AA,BZN,4,2.0,6.0,2.0,0.0,10
HA,AUS,2,25.0,28.0,26.5,0.0,2
G4,FSD,3,65.0,65.0,21.67,0.0,8
OH,ROA,1,0.0,-11.0,0.0,0.0,9
G4,SMX,1,55.0,55.0,55.0,0.0,12
WN,PHX,548,1.0,206.0,15.35,0.55,5
WN,ELP,79,2.0,107.0,9.04,0.0,4
WN,DEN,752,1.0,198.0,16.41,4.92,1
WN,MCO,419,1.0,815.0,27.69,2.86,3
AS,OGG,15,1.0,50.0,8.07,0.0,7
B6,SAN,24,1.0,61.0,9.42,0.0,10
AA,IAH,68,4.0,1079.0,40.66,10.29,7
UA,ATL,66,1.0,546.0,48.91,3.03,7
DL,DFW,101,1.0,221.0,18.21,0.0,4
OO,SUN,13,5.0,50.0,9.38,0.0,7
OO,ICT,20,4.0,78.0,8.4,5.0,12
NK,LAS,186,2.0,330.0,17.99,1.08,3
UA,ORD,575,1.0,276.0,9.35,0.0,2
AA,TPA,78,1.0,270.0,9.94,2.56,9
NK,IAH,87,1.0,165.0,9.13,0.0,9
OH,IAD,13,17.0,70.0,6.69,0.0,11
UA,DTW,13,5.0,60.0,14.08,0.0,11
OO,MEI,8,8.0,8.0,1.0,0.0,8
WN,TUL,60,1.0,328.0,18.7,0.0,6
OO,PSP,53,1.0,137.0,6.34,0.0,10
OO,SBP,41,2.0,407.0,17.88,14.63,12
DL,SJU,28,8.0,267.0,33.0,0.0,7
UA,ABQ,16,7.0,76.0,18.19,0.0,6
YX,GRR,12,19.0,41.0,10.33,0.0,11
AA,ATL,64,2.0,75.0,7.11,0.0,9
NK,SDF,11,20.0,57.0,10.18,0.0,4
WN,CMH,110,1.0,166.0,7.15,0.91,6
OO,SAN,79,2.0,111.0,10.18,0.0,1
OH,DAY,33,1.0,320.0,31.3,0.0,9
OO,AUS,28,2.0,164.0,12.71,0.0,10
MQ,SGF,27,1.0,149.0,11.3,7.41,3
WN,BUF,45,1.0,115.0,10.02,2.22,8
DL,PHX,84,1.0,446.0,11.69,0.0,3
UA,ALB,12,1.0,66.0,9.25,0.0,10
WN,MKE,66,1.0,132.0,9.26,0.0,4
AA,LIT,5,2.0,14.0,3.2,0.0,4
OH,HPN,25,1.0,135.0,12.48,0.0,10
WN,ELP,76,2.0,278.0,9.37,1.32,9
OH,TUL,5,9.0,1212.0,246.2,0.0,4
DL,HSV,10,11.0,11.0,1.1,0.0,4
DL,DFW,123,1.0,240.0,11.12,0.0,8
AS,RNO,8,11.0,28.0,6.63,12.5,10
UA,LGA,56,3.0,250.0,20.46,0.0,12
OH,CAK,14,5.0,10.0,1.07,0.0,11
DL,PBI,43,1.0,295.0,13.02,0.0,11
9E,TRI,10,0.0,-1.0,0.0,0.0,3
F9,GRR,5,29.0,34.0,12.6,0.0,11
AA,IND,59,1.0,211.0,14.08,1.69,5
AA,CID,11,1.0,68.0,9.64,0.0,10
F9,ONT,38,3.0,336.0,29.29,0.0,6
AA,MHT,3,0.0,-1.0,0.0,0.0,5
9E,ITH,2,0.0,-25.0,0.0,0.0,9
WN,EUG,15,2.0,44.0,5.13,0.0,8
B6,EWR,43,2.0,350.0,21.19,2.33,7
OO,TUL,23,2.0,125.0,7.35,0.0,9
AS,GST,5,3.0,3.0,0.6,40.0,8
G4,FNT,10,2.0,290.0,31.1,0.0,7
F9,GRR,5,5.0,149.0,36.2,0.0,12
UA,SDF,6,0.0,-2.0,0.0,0.0,9
NK,BUR,12,16.0,232.0,22.42,0.0,3
F9,SMF,5,7.0,29.0,11.4,0.0,6
OO,FWA,22,3.0,437.0,52.73,0.0,12
DL,RIC,16,8.0,8.0,0.5,0.0,10
UA,JAC,14,15.0,251.0,32.14,0.0,5
G4,CAK,5,16.0,62.0,30.8,0.0,12
DL,ANC,15,12.0,66.0,8.6,0.0,4
OO,MDT,8,13.0,372.0,64.5,0.0,8
UA,IND,19,6.0,68.0,20.16,0.0,6
9E,CHS,10,1.0,17.0,1.8,0.0,9
AA,BZN,3,146.0,146.0,48.67,0.0,5
OH,DTW,6,44.0,287.0,55.17,16.67,8
G4,ABE,12,9.0,95.0,14.42,0.0,1
AA,MTJ,1,0.0,-1.0,0.0,0.0,4
9E,ILM,7,30.0,30.0,4.29,0.0,4
NK,ORF,5,4.0,6.0,3.0,0.0,1
YX,PVD,7,1.0,16.0,2.43,0.0,6
