aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
PVD,10,614,59,23,"carrier_delay, late_aircraft_delay, nas_delay"
SPS,12,23,3,3,"late_aircraft_delay, carrier_delay, weather_delay"
RNO,5,683,86,48,"late_aircraft_delay, carrier_delay, nas_delay"
MAF,12,349,41,32,"carrier_delay, late_aircraft_delay, nas_delay"
DRO,4,100,10,9,"carrier_delay, late_aircraft_delay, nas_delay"
SUX,2,26,2,2,"carrier_delay, late_aircraft_delay, nas_delay"
ELM,2,21,4,3,"carrier_delay, nas_delay, late_aircraft_delay"
CDC,3,20,0,3,"weather_delay, carrier_delay, nas_delay"
USA,12,16,10,7,"late_aircraft_delay, carrier_delay, nas_delay"
OAJ,3,43,3,1,"carrier_delay, late_aircraft_delay, nas_delay"
HGR,9,10,0,0,"carrier_delay, weather_delay, nas_delay"
OMA,9,838,68,25,"carrier_delay, late_aircraft_delay, nas_delay"
PGD,7,174,42,20,"late_aircraft_delay, carrier_delay, weather_delay"
PBI,7,729,154,139,"late_aircraft_delay, carrier_delay, nas_delay"
SAF,10,114,20,13,"carrier_delay, late_aircraft_delay, weather_delay"
PNS,7,451,120,89,"late_aircraft_delay, carrier_delay, nas_delay"
TYS,7,543,88,90,"late_aircraft_delay, carrier_delay, weather_delay"
LEX,11,313,24,14,"carrier_delay, late_aircraft_delay, nas_delay"
BQK,10,35,4,5,"carrier_delay, weather_delay, nas_delay"
INL,10,11,0,4,"carrier_delay, weather_delay, nas_delay"
IMT,4,30,3,2,"carrier_delay, weather_delay, nas_delay"
PPG,5,4,0,0,"carrier_delay, weather_delay, nas_delay"
DAL,9,2300,395,91,"late_aircraft_delay, carrier_delay, nas_delay"
SFB,8,253,55,42,"late_aircraft_delay, carrier_delay, weather_delay"
SAN,2,2515,438,176,"late_aircraft_delay, nas_delay, carrier_delay"
JAN,12,230,26,21,"late_aircraft_delay, carrier_delay, nas_delay"
SAN,10,3127,612,308,"late_aircraft_delay, nas_delay, carrier_delay"
CLE,4,1291,178,84,"late_aircraft_delay, carrier_delay, nas_delay"
BHM,8,575,69,52,"carrier_delay, late_aircraft_delay, nas_delay"
ORF,10,829,81,32,"carrier_delay, late_aircraft_delay, nas_delay"
BRO,3,66,6,6,"carrier_delay, late_aircraft_delay, nas_delay"
MFR,4,148,9,12,"carrier_delay, nas_delay, late_aircraft_delay"
AEX,5,55,6,10,"weather_delay, carrier_delay, nas_delay"
BTR,11,173,24,12,"carrier_delay, late_aircraft_delay, nas_delay"
ISP,6,126,32,12,"late_aircraft_delay, carrier_delay, nas_delay"
CMI,9,56,4,6,"carrier_delay, late_aircraft_delay, nas_delay"
FWA,3,125,21,20,"carrier_delay, nas_delay, late_aircraft_delay"
CAK,7,105,20,32,"carrier_delay, late_aircraft_delay, nas_delay"
GFK,11,51,3,3,"carrier_delay, nas_delay, weather_delay"
VLD,10,30,4,3,"late_aircraft_delay, nas_delay, carrier_delay"
SUX,5,20,5,5,"weather_delay, carrier_delay, nas_delay"
BTM,4,13,1,0,"carrier_delay, weather_delay, nas_delay"
CRW,5,115,18,14,"carrier_delay, late_aircraft_delay, nas_delay"
MOT,11,74,3,8,"carrier_delay, weather_delay, nas_delay"
CMX,11,21,2,2,"weather_delay, carrier_delay, nas_delay"
YAK,1,20,5,2,"late_aircraft_delay, nas_delay, weather_delay"
DDC,3,18,1,0,"nas_delay, late_aircraft_delay, carrier_delay"
DFW,12,9069,2134,1272,"late_aircraft_delay, carrier_delay, weather_delay"
ORF,8,686,129,101,"late_aircraft_delay, carrier_delay, nas_delay"
SRQ,4,658,71,47,"late_aircraft_delay, carrier_delay, nas_delay"
PIT,3,1427,192,103,"nas_delay, carrier_delay, late_aircraft_delay"
HOU,10,1905,294,69,"late_aircraft_delay, carrier_delay, nas_delay"
RHI,6,33,3,5,"carrier_delay, nas_delay, weather_delay"
PWM,2,208,24,10,"carrier_delay, late_aircraft_delay, nas_delay"
MTJ,8,109,8,4,"late_aircraft_delay, nas_delay, carrier_delay"
BFL,8,112,5,6,"late_aircraft_delay, carrier_delay, nas_delay"
CSG,6,33,4,5,"carrier_delay, late_aircraft_delay, weather_delay"
AVL,3,334,44,32,"carrier_delay, nas_delay, late_aircraft_delay"
DLH,6,77,9,12,"carrier_delay, late_aircraft_delay, nas_delay"
SHV,12,171,23,19,"carrier_delay, late_aircraft_delay, nas_delay"
MFR,3,145,15,9,"nas_delay, carrier_delay, late_aircraft_delay"
RIW,3,20,0,0,"carrier_delay, weather_delay, nas_delay"
SPS,8,35,1,0,"weather_delay, nas_delay, carrier_delay"
ADK,8,5,0,0,"carrier_delay, weather_delay, nas_delay"
ORH,6,22,5,8,"carrier_delay, late_aircraft_delay, nas_delay"
CDC,11,20,1,2,"carrier_delay, nas_delay, weather_delay"
CPR,2,12,0,0,"carrier_delay, weather_delay, nas_delay"
EWR,4,3894,660,430,"late_aircraft_delay, carrier_delay, nas_delay"
PVD,1,317,48,49,"late_aircraft_delay, nas_delay, carrier_delay"
GJT,3,118,15,3,"late_aircraft_delay, nas_delay, weather_delay"
SAV,8,628,98,54,"late_aircraft_delay, nas_delay, carrier_delay"
RST,2,35,1,2,"weather_delay, late_aircraft_delay, nas_delay"
ELP,8,708,74,42,"late_aircraft_delay, carrier_delay, nas_delay"
GPT,9,124,14,12,"carrier_delay, late_aircraft_delay, nas_delay"
HPN,8,336,65,56,"late_aircraft_delay, carrier_delay, nas_delay"
ORH,12,41,6,7,"late_aircraft_delay, nas_delay, weather_delay"
CAE,6,249,27,17,"late_aircraft_delay, weather_delay, nas_delay"
TUS,8,626,66,40,"late_aircraft_delay, carrier_delay, nas_delay"
COD,7,48,8,4,"late_aircraft_delay, carrier_delay, weather_delay"
SJU,10,938,135,53,"carrier_delay, late_aircraft_delay, nas_delay"
JNU,11,150,7,3,"late_aircraft_delay, nas_delay, carrier_delay"
FLG,8,68,5,3,"carrier_delay, late_aircraft_delay, nas_delay"
ALB,6,393,64,42,"carrier_delay, late_aircraft_delay, nas_delay"
MLB,3,104,21,2,"late_aircraft_delay, carrier_delay, nas_delay"
DIK,5,23,1,2,"carrier_delay, nas_delay, weather_delay"
LAW,12,29,9,3,"weather_delay, carrier_delay, nas_delay"
SPI,7,7,0,0,"carrier_delay, weather_delay, nas_delay"
OGG,10,908,90,19,"late_aircraft_delay, carrier_delay, nas_delay"
DEN,10,11402,1381,548,"carrier_delay, late_aircraft_delay, nas_delay"
IND,9,1610,163,73,"late_aircraft_delay, carrier_delay, nas_delay"
SAN,6,2997,721,344,"late_aircraft_delay, carrier_delay, nas_delay"
DSM,1,372,87,83,"carrier_delay, late_aircraft_delay, weather_delay"
MSN,1,304,40,58,"carrier_delay, late_aircraft_delay, nas_delay"
EUG,9,233,21,17,"late_aircraft_delay, carrier_delay, nas_delay"
FSD,8,210,32,13,"carrier_delay, nas_delay, weather_delay"
IDA,10,118,11,13,"carrier_delay, late_aircraft_delay, nas_delay"
TRI,11,77,3,3,"carrier_delay, nas_delay, late_aircraft_delay"
STS,4,112,12,5,"late_aircraft_delay, nas_delay, carrier_delay"
ACT,2,42,1,3,"carrier_delay, nas_delay, late_aircraft_delay"
AEX,7,71,12,7,"carrier_delay, late_aircraft_delay, weather_delay"
MSO,7,195,43,31,"carrier_delay, late_aircraft_delay, nas_delay"
DVL,6,24,3,3,"late_aircraft_delay, carrier_delay, nas_delay"
OME,5,15,1,0,"carrier_delay, weather_delay, nas_delay"
RKS,8,26,1,2,"carrier_delay, nas_delay, weather_delay"
BRD,4,26,1,1,"carrier_delay, weather_delay, nas_delay"
ESC,1,15,1,3,"carrier_delay, nas_delay, weather_delay"
SPI,5,3,0,0,"nas_delay, carrier_delay, weather_delay"
SAT,10,1617,163,69,"carrier_delay, late_aircraft_delay, nas_delay"
FLL,11,3056,393,151,"carrier_delay, nas_delay, late_aircraft_delay"
LGB,10,592,76,40,"late_aircraft_delay, carrier_delay, nas_delay"
HOU,5,1533,598,345,"late_aircraft_delay, carrier_delay, nas_delay"
MBS,11,83,9,9,"carrier_delay, weather_delay, late_aircraft_delay"
ALB,4,383,55,22,"carrier_delay, late_aircraft_delay, nas_delay"
SAT,6,1326,279,160,"late_aircraft_delay, carrier_delay, nas_delay"
GSP,9,555,54,43,"late_aircraft_delay, carrier_delay, nas_delay"
DAY,4,269,19,23,"late_aircraft_delay, nas_delay, carrier_delay"
GUC,2,36,3,3,"carrier_delay, nas_delay, late_aircraft_delay"
JAN,5,255,58,32,"late_aircraft_delay, carrier_delay, nas_delay"
JNU,5,171,14,3,"carrier_delay, late_aircraft_delay, nas_delay"
BTM,12,10,1,2,"carrier_delay, weather_delay, nas_delay"
BMI,5,57,11,8,"late_aircraft_delay, nas_delay, weather_delay"
PSG,5,28,7,2,"late_aircraft_delay, carrier_delay, nas_delay"
TTN,9,29,3,0,"late_aircraft_delay, carrier_delay, weather_delay"
GGG,6,16,2,4,"carrier_delay, late_aircraft_delay, weather_delay"
SMX,3,2,1,0,"late_aircraft_delay, nas_delay, weather_delay"
CIU,9,24,0,4,"weather_delay, carrier_delay, nas_delay"
RKS,11,10,1,4,"carrier_delay, weather_delay, nas_delay"
GUC,8,26,3,4,"late_aircraft_delay, carrier_delay, nas_delay"
AVL,5,372,91,55,"late_aircraft_delay, nas_delay, carrier_delay"
OAK,10,1400,190,72,"late_aircraft_delay, nas_delay, carrier_delay"
IND,11,1717,137,70,"nas_delay, late_aircraft_delay, carrier_delay"
DAL,7,2025,800,282,"late_aircraft_delay, carrier_delay, nas_delay"
LGB,4,623,82,29,"late_aircraft_delay, carrier_delay, nas_delay"
CDV,6,25,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
BGM,2,11,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
SJU,6,1111,279,157,"late_aircraft_delay, carrier_delay, nas_delay"
PSP,10,480,34,22,"carrier_delay, late_aircraft_delay, nas_delay"
SAT,7,1234,308,211,"late_aircraft_delay, carrier_delay, nas_delay"
GRB,8,163,23,13,"carrier_delay, nas_delay, late_aircraft_delay"
IAG,3,17,4,4,"nas_delay, late_aircraft_delay, carrier_delay"
DAB,8,100,8,5,"late_aircraft_delay, weather_delay, nas_delay"
ABR,12,14,4,6,"carrier_delay, weather_delay, nas_delay"
HHH,4,65,12,6,"late_aircraft_delay, nas_delay, carrier_delay"
AGS,10,133,18,20,"weather_delay, carrier_delay, late_aircraft_delay"
CDV,4,22,3,0,"late_aircraft_delay, nas_delay, carrier_delay"
PRC,4,27,4,2,"carrier_delay, late_aircraft_delay, nas_delay"
BRD,7,24,4,1,"nas_delay, carrier_delay, weather_delay"
SCK,12,14,11,8,"late_aircraft_delay, carrier_delay, weather_delay"
AKN,7,16,2,0,"late_aircraft_delay, security_delay, nas_delay"
CPR,5,42,4,2,"carrier_delay, nas_delay, weather_delay"
VCT,2,14,2,0,"carrier_delay, weather_delay, nas_delay"
SCK,11,8,7,0,"nas_delay, security_delay, carrier_delay"
ACT,11,43,2,3,"late_aircraft_delay, carrier_delay, weather_delay"
CLE,7,1348,264,199,"late_aircraft_delay, carrier_delay, nas_delay"
SRQ,12,595,104,72,"late_aircraft_delay, carrier_delay, nas_delay"
FLL,1,2571,963,421,"late_aircraft_delay, carrier_delay, nas_delay"
HNL,5,2129,329,105,"carrier_delay, late_aircraft_delay, nas_delay"
USA,7,20,4,5,"carrier_delay, late_aircraft_delay, nas_delay"
JAN,10,271,21,8,"late_aircraft_delay, carrier_delay, nas_delay"
HHH,8,86,14,8,"carrier_delay, late_aircraft_delay, nas_delay"
ITH,2,8,2,0,"late_aircraft_delay, carrier_delay, weather_delay"
ABY,1,25,3,3,"carrier_delay, weather_delay, nas_delay"
SWF,11,12,4,1,"carrier_delay, late_aircraft_delay, nas_delay"
ADK,6,3,0,0,"carrier_delay, weather_delay, nas_delay"
DFW,3,8665,2249,1375,"late_aircraft_delay, carrier_delay, nas_delay"
BWI,11,3078,505,110,"carrier_delay, late_aircraft_delay, nas_delay"
GSO,11,439,23,14,"carrier_delay, late_aircraft_delay, nas_delay"
RDU,2,1792,187,81,"late_aircraft_delay, carrier_delay, nas_delay"
CAE,5,243,34,26,"late_aircraft_delay, nas_delay, carrier_delay"
EYW,1,263,80,55,"late_aircraft_delay, nas_delay, carrier_delay"
DSM,3,509,64,27,"carrier_delay, late_aircraft_delay, nas_delay"
ITO,4,248,22,6,"late_aircraft_delay, carrier_delay, nas_delay"
ACV,2,40,8,6,"late_aircraft_delay, nas_delay, carrier_delay"
BPT,9,25,4,0,"late_aircraft_delay, weather_delay, nas_delay"
SBP,9,228,20,17,"late_aircraft_delay, carrier_delay, weather_delay"
DAB,10,101,3,3,"late_aircraft_delay, carrier_delay, nas_delay"
ELM,8,41,4,3,"carrier_delay, nas_delay, late_aircraft_delay"
RST,10,55,7,0,"late_aircraft_delay, weather_delay, carrier_delay"
STT,8,121,33,28,"late_aircraft_delay, carrier_delay, nas_delay"
MTJ,10,63,3,1,"late_aircraft_delay, nas_delay, carrier_delay"
DVL,3,19,0,3,"weather_delay, late_aircraft_delay, nas_delay"
ALW,3,36,0,0,"carrier_delay, weather_delay, nas_delay"
IAG,5,10,4,1,"weather_delay, carrier_delay, nas_delay"
SWF,9,4,1,0,"carrier_delay, weather_delay, nas_delay"
MCI,4,1668,260,107,"late_aircraft_delay, carrier_delay, nas_delay"
GNV,1,83,12,3,"carrier_delay, late_aircraft_delay, nas_delay"
RNO,8,767,116,74,"late_aircraft_delay, carrier_delay, nas_delay"
ABQ,5,838,168,83,"late_aircraft_delay, carrier_delay, nas_delay"
SGF,1,177,40,41,"weather_delay, late_aircraft_delay, nas_delay"
LBB,4,176,33,12,"late_aircraft_delay, weather_delay, carrier_delay"
IDA,6,152,7,15,"carrier_delay, late_aircraft_delay, nas_delay"
ELP,3,550,86,42,"late_aircraft_delay, carrier_delay, nas_delay"
CSG,5,32,4,8,"carrier_delay, weather_delay, late_aircraft_delay"
LCK,10,25,3,1,"late_aircraft_delay, carrier_delay, nas_delay"
SCK,6,12,10,1,"late_aircraft_delay, carrier_delay, nas_delay"
ROA,10,114,23,6,"carrier_delay, late_aircraft_delay, nas_delay"
CAK,6,114,21,22,"late_aircraft_delay, carrier_delay, nas_delay"
PIH,4,20,0,0,"carrier_delay, weather_delay, nas_delay"
WRG,4,18,2,2,"late_aircraft_delay, nas_delay, carrier_delay"
SCK,7,17,5,2,"carrier_delay, late_aircraft_delay, nas_delay"
HYS,6,26,0,0,"nas_delay, carrier_delay, weather_delay"
DLG,6,7,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
CKB,2,4,2,1,"late_aircraft_delay, carrier_delay, weather_delay"
MSP,7,3853,982,688,"carrier_delay, late_aircraft_delay, nas_delay"
BOS,7,4265,939,726,"carrier_delay, late_aircraft_delay, nas_delay"
HNL,11,2117,179,56,"carrier_delay, late_aircraft_delay, nas_delay"
DCA,1,3762,641,576,"late_aircraft_delay, carrier_delay, nas_delay"
TUL,1,502,52,44,"late_aircraft_delay, carrier_delay, nas_delay"
AMA,4,143,17,16,"late_aircraft_delay, nas_delay, carrier_delay"
LAX,10,6960,755,332,"carrier_delay, late_aircraft_delay, nas_delay"
GSO,5,418,41,46,"late_aircraft_delay, carrier_delay, nas_delay"
TPA,8,2057,426,300,"late_aircraft_delay, carrier_delay, nas_delay"
COS,11,420,38,22,"carrier_delay, nas_delay, late_aircraft_delay"
CYS,8,25,0,2,"late_aircraft_delay, nas_delay, carrier_delay"
DSM,4,517,53,29,"carrier_delay, late_aircraft_delay, nas_delay"
JAC,3,175,34,34,"late_aircraft_delay, weather_delay, nas_delay"
MGM,7,72,13,17,"carrier_delay, late_aircraft_delay, weather_delay"
BIL,6,162,19,12,"late_aircraft_delay, carrier_delay, nas_delay"
CYS,12,17,0,1,"late_aircraft_delay, nas_delay, carrier_delay"
BFF,1,16,0,1,"weather_delay, carrier_delay, nas_delay"
GTR,5,33,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
BRD,6,18,2,2,"carrier_delay, weather_delay, nas_delay"
RSW,3,1590,372,237,"late_aircraft_delay, nas_delay, carrier_delay"
BZN,6,405,60,36,"late_aircraft_delay, carrier_delay, nas_delay"
PIT,1,1218,146,94,"late_aircraft_delay, nas_delay, carrier_delay"
RDU,12,1947,319,174,"late_aircraft_delay, nas_delay, carrier_delay"
SAV,11,700,84,36,"carrier_delay, late_aircraft_delay, nas_delay"
CHO,5,113,13,15,"nas_delay, carrier_delay, late_aircraft_delay"
MAF,9,341,37,10,"carrier_delay, late_aircraft_delay, nas_delay"
LFT,2,92,9,8,"carrier_delay, weather_delay, late_aircraft_delay"
ACY,10,69,9,3,"late_aircraft_delay, carrier_delay, nas_delay"
RFD,3,28,11,1,"nas_delay, late_aircraft_delay, carrier_delay"
BLV,2,22,2,8,"carrier_delay, late_aircraft_delay, nas_delay"
PIA,1,81,22,20,"late_aircraft_delay, weather_delay, carrier_delay"
CMI,11,33,1,3,"late_aircraft_delay, nas_delay, weather_delay"
BGR,11,95,6,6,"late_aircraft_delay, nas_delay, carrier_delay"
BFF,11,20,2,3,"carrier_delay, late_aircraft_delay, nas_delay"
COU,10,62,9,1,"carrier_delay, nas_delay, late_aircraft_delay"
PSG,1,18,4,1,"late_aircraft_delay, nas_delay, carrier_delay"
MLU,2,75,4,4,"nas_delay, late_aircraft_delay, weather_delay"
PRC,12,25,3,5,"carrier_delay, late_aircraft_delay, nas_delay"
OTH,12,9,1,0,"carrier_delay, weather_delay, nas_delay"
OTH,1,5,0,2,"weather_delay, late_aircraft_delay, carrier_delay"
USA,10,16,4,1,"carrier_delay, late_aircraft_delay, nas_delay"
INL,11,18,0,1,"weather_delay, carrier_delay, nas_delay"
MCO,8,3953,1090,743,"late_aircraft_delay, nas_delay, carrier_delay"
SMF,6,1848,350,138,"late_aircraft_delay, carrier_delay, nas_delay"
PBI,3,1090,256,183,"late_aircraft_delay, carrier_delay, nas_delay"
BOI,8,887,91,50,"carrier_delay, late_aircraft_delay, nas_delay"
SGF,12,305,70,39,"late_aircraft_delay, carrier_delay, weather_delay"
PIB,4,16,4,0,"late_aircraft_delay, carrier_delay, nas_delay"
SBP,5,157,11,14,"carrier_delay, late_aircraft_delay, nas_delay"
BRO,4,59,7,7,"late_aircraft_delay, weather_delay, nas_delay"
RDD,3,49,2,1,"carrier_delay, nas_delay, weather_delay"
BLI,10,69,11,6,"carrier_delay, late_aircraft_delay, nas_delay"
AZO,6,31,3,8,"carrier_delay, weather_delay, nas_delay"
MCW,7,19,3,4,"late_aircraft_delay, nas_delay, carrier_delay"
APN,4,13,1,2,"carrier_delay, nas_delay, weather_delay"
HRL,12,158,22,15,"late_aircraft_delay, nas_delay, carrier_delay"
DEN,6,9472,2708,1407,"late_aircraft_delay, carrier_delay, nas_delay"
MDT,12,140,22,21,"carrier_delay, late_aircraft_delay, nas_delay"
MSO,8,202,46,16,"carrier_delay, late_aircraft_delay, nas_delay"
ECP,12,203,36,17,"carrier_delay, late_aircraft_delay, nas_delay"
FLL,5,2745,685,416,"late_aircraft_delay, carrier_delay, nas_delay"
LGB,3,613,102,36,"late_aircraft_delay, carrier_delay, nas_delay"
STT,4,215,40,18,"late_aircraft_delay, nas_delay, carrier_delay"
BTR,2,176,12,13,"carrier_delay, late_aircraft_delay, nas_delay"
ATW,12,205,29,29,"carrier_delay, weather_delay, late_aircraft_delay"
SYR,2,336,45,32,"late_aircraft_delay, carrier_delay, nas_delay"
XNA,3,402,51,37,"late_aircraft_delay, carrier_delay, nas_delay"
BMI,2,52,9,5,"late_aircraft_delay, carrier_delay, nas_delay"
KOA,1,490,96,30,"late_aircraft_delay, carrier_delay, nas_delay"
MDT,2,127,13,9,"carrier_delay, late_aircraft_delay, weather_delay"
AVL,6,411,109,62,"late_aircraft_delay, carrier_delay, nas_delay"
SHV,10,192,21,5,"carrier_delay, late_aircraft_delay, nas_delay"
DIK,11,18,2,4,"carrier_delay, late_aircraft_delay, weather_delay"
ROA,12,62,29,16,"late_aircraft_delay, carrier_delay, nas_delay"
EVV,1,50,3,9,"carrier_delay, late_aircraft_delay, weather_delay"
PVU,8,69,3,1,"carrier_delay, nas_delay, late_aircraft_delay"
CDV,3,21,6,2,"late_aircraft_delay, nas_delay, carrier_delay"
HGR,12,4,2,4,"carrier_delay, late_aircraft_delay, nas_delay"
SMF,8,2047,291,133,"late_aircraft_delay, carrier_delay, nas_delay"
ATL,1,10056,1907,834,"carrier_delay, late_aircraft_delay, nas_delay"
ATL,5,11070,2404,1327,"late_aircraft_delay, carrier_delay, nas_delay"
SBA,4,196,27,38,"late_aircraft_delay, nas_delay, weather_delay"
SWF,7,14,3,5,"late_aircraft_delay, nas_delay, carrier_delay"
BTM,2,27,0,0,"nas_delay, carrier_delay, weather_delay"
RNO,9,778,113,47,"late_aircraft_delay, carrier_delay, nas_delay"
SAV,1,515,71,46,"late_aircraft_delay, carrier_delay, weather_delay"
SWO,11,27,5,1,"weather_delay, carrier_delay, nas_delay"
BLI,4,94,14,5,"carrier_delay, late_aircraft_delay, nas_delay"
HHH,5,70,17,22,"late_aircraft_delay, carrier_delay, nas_delay"
TRI,5,70,12,11,"carrier_delay, late_aircraft_delay, weather_delay"
LBL,7,15,3,1,"carrier_delay, late_aircraft_delay, nas_delay"
ATW,4,218,23,23,"carrier_delay, late_aircraft_delay, weather_delay"
LSE,11,32,2,1,"late_aircraft_delay, nas_delay, carrier_delay"
TYR,1,37,4,6,"carrier_delay, weather_delay, late_aircraft_delay"
SLN,6,23,3,2,"late_aircraft_delay, nas_delay, carrier_delay"
AZO,12,28,2,6,"carrier_delay, nas_delay, weather_delay"
ORH,10,42,4,1,"carrier_delay, late_aircraft_delay, nas_delay"
EKO,8,12,1,0,"weather_delay, carrier_delay, nas_delay"
PHX,7,5519,1321,801,"late_aircraft_delay, carrier_delay, nas_delay"
DFW,10,11171,1782,722,"late_aircraft_delay, carrier_delay, nas_delay"
BUR,4,906,138,58,"nas_delay, late_aircraft_delay, carrier_delay"
HNL,8,2203,238,67,"carrier_delay, late_aircraft_delay, nas_delay"
CHS,1,685,73,79,"late_aircraft_delay, carrier_delay, nas_delay"
MDT,11,190,15,13,"carrier_delay, late_aircraft_delay, weather_delay"
ELP,2,506,59,22,"late_aircraft_delay, carrier_delay, nas_delay"
IAD,2,1528,118,60,"carrier_delay, nas_delay, late_aircraft_delay"
MHT,8,231,31,30,"late_aircraft_delay, carrier_delay, nas_delay"
HPN,9,407,31,24,"carrier_delay, late_aircraft_delay, nas_delay"
EUG,12,231,51,21,"carrier_delay, late_aircraft_delay, nas_delay"
ACY,7,93,18,9,"late_aircraft_delay, carrier_delay, nas_delay"
MFE,9,194,20,15,"carrier_delay, late_aircraft_delay, weather_delay"
ITO,8,250,17,9,"carrier_delay, late_aircraft_delay, weather_delay"
MOB,12,77,14,12,"late_aircraft_delay, carrier_delay, nas_delay"
PLN,6,29,5,4,"carrier_delay, weather_delay, nas_delay"
SPS,3,29,3,1,"weather_delay, carrier_delay, nas_delay"
MCO,9,4452,616,229,"carrier_delay, late_aircraft_delay, nas_delay"
RDU,10,2228,252,84,"late_aircraft_delay, carrier_delay, nas_delay"
PHX,9,6286,781,295,"late_aircraft_delay, carrier_delay, nas_delay"
CLE,9,1527,136,53,"late_aircraft_delay, carrier_delay, nas_delay"
SAV,5,649,153,82,"late_aircraft_delay, carrier_delay, nas_delay"
ABE,1,109,17,21,"carrier_delay, late_aircraft_delay, weather_delay"
AVL,9,391,78,36,"late_aircraft_delay, carrier_delay, nas_delay"
BUR,5,933,147,86,"late_aircraft_delay, nas_delay, carrier_delay"
BZN,9,386,47,19,"late_aircraft_delay, nas_delay, carrier_delay"
IAD,6,1719,249,159,"carrier_delay, late_aircraft_delay, nas_delay"
GTR,10,28,0,0,"carrier_delay, weather_delay, nas_delay"
RAP,7,190,51,25,"late_aircraft_delay, carrier_delay, weather_delay"
SYR,5,462,69,39,"late_aircraft_delay, carrier_delay, nas_delay"
LEX,6,318,46,32,"late_aircraft_delay, carrier_delay, weather_delay"
CMX,3,25,1,2,"carrier_delay, nas_delay, late_aircraft_delay"
BGR,1,60,10,10,"late_aircraft_delay, nas_delay, carrier_delay"
TWF,12,25,2,1,"carrier_delay, weather_delay, nas_delay"
ASE,12,179,62,80,"carrier_delay, nas_delay, late_aircraft_delay"
PVU,2,73,6,2,"carrier_delay, nas_delay, late_aircraft_delay"
FLG,7,67,3,1,"carrier_delay, nas_delay, weather_delay"
HLN,1,50,10,10,"carrier_delay, late_aircraft_delay, weather_delay"
BFL,1,77,7,2,"carrier_delay, nas_delay, late_aircraft_delay"
VCT,9,27,0,4,"carrier_delay, late_aircraft_delay, nas_delay"
BRW,10,15,3,1,"late_aircraft_delay, nas_delay, weather_delay"
PPG,12,9,0,0,"carrier_delay, weather_delay, nas_delay"
PSM,3,7,1,4,"late_aircraft_delay, nas_delay, carrier_delay"
COS,2,361,36,17,"late_aircraft_delay, carrier_delay, nas_delay"
BUR,12,1030,192,88,"late_aircraft_delay, nas_delay, carrier_delay"
STL,10,2400,282,82,"late_aircraft_delay, carrier_delay, nas_delay"
PSP,5,455,78,50,"late_aircraft_delay, nas_delay, carrier_delay"
CLT,10,7810,1347,508,"late_aircraft_delay, carrier_delay, nas_delay"
BJI,6,24,2,8,"carrier_delay, weather_delay, nas_delay"
HRL,8,149,16,5,"late_aircraft_delay, carrier_delay, nas_delay"
ITH,6,21,2,1,"late_aircraft_delay, nas_delay, carrier_delay"
CRW,6,110,14,20,"carrier_delay, weather_delay, late_aircraft_delay"
GRB,7,116,14,12,"weather_delay, carrier_delay, nas_delay"
BLI,12,77,7,6,"weather_delay, carrier_delay, late_aircraft_delay"
MLI,8,135,20,12,"carrier_delay, late_aircraft_delay, nas_delay"
ABE,12,117,16,10,"late_aircraft_delay, carrier_delay, nas_delay"
ELM,9,36,5,1,"weather_delay, carrier_delay, late_aircraft_delay"
EVV,9,71,9,8,"carrier_delay, late_aircraft_delay, nas_delay"
USA,3,17,7,7,"late_aircraft_delay, carrier_delay, nas_delay"
LCK,8,22,6,8,"late_aircraft_delay, nas_delay, weather_delay"
HIB,2,21,1,0,"carrier_delay, weather_delay, nas_delay"
CMX,8,21,8,5,"late_aircraft_delay, carrier_delay, nas_delay"
BGM,10,16,0,0,"carrier_delay, weather_delay, nas_delay"
SPN,1,15,1,0,"carrier_delay, weather_delay, nas_delay"
SJU,2,1014,191,111,"late_aircraft_delay, carrier_delay, nas_delay"
CVG,6,1365,230,145,"late_aircraft_delay, carrier_delay, nas_delay"
DFW,7,8757,3066,2262,"late_aircraft_delay, carrier_delay, nas_delay"
SAN,8,3435,609,235,"late_aircraft_delay, nas_delay, carrier_delay"
SGU,5,100,7,5,"carrier_delay, weather_delay, nas_delay"
XNA,4,440,53,32,"late_aircraft_delay, carrier_delay, weather_delay"
SGF,8,341,66,44,"late_aircraft_delay, carrier_delay, nas_delay"
BTR,10,184,13,10,"carrier_delay, late_aircraft_delay, nas_delay"
PSP,8,262,39,17,"nas_delay, carrier_delay, late_aircraft_delay"
BOI,4,753,82,36,"carrier_delay, late_aircraft_delay, nas_delay"
CHO,8,89,13,8,"carrier_delay, nas_delay, late_aircraft_delay"
IDA,12,122,11,18,"carrier_delay, weather_delay, late_aircraft_delay"
LFT,6,112,14,16,"carrier_delay, late_aircraft_delay, weather_delay"
CLL,12,35,3,6,"carrier_delay, weather_delay, nas_delay"
MOT,6,70,15,8,"weather_delay, nas_delay, late_aircraft_delay"
SUN,8,66,6,7,"carrier_delay, late_aircraft_delay, nas_delay"
STC,2,4,0,2,"late_aircraft_delay, nas_delay, carrier_delay"
GTF,7,81,7,2,"carrier_delay, late_aircraft_delay, nas_delay"
