aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
MBS,11,16,4,2,"carrier_delay, nas_delay, weather_delay"
ALB,4,69,6,2,"carrier_delay, nas_delay, late_aircraft_delay"
SAT,6,290,54,31,"carrier_delay, late_aircraft_delay, nas_delay"
GSP,9,100,16,3,"late_aircraft_delay, carrier_delay, nas_delay"
DAY,4,68,3,2,"late_aircraft_delay, nas_delay, carrier_delay"
GUC,2,10,1,0,"carrier_delay, weather_delay, nas_delay"
JAN,5,48,9,6,"late_aircraft_delay, carrier_delay, weather_delay"
JNU,5,40,5,0,"late_aircraft_delay, nas_delay, weather_delay"
BTM,12,1,1,0,"carrier_delay, weather_delay, nas_delay"
BMI,5,8,2,0,"nas_delay, carrier_delay, weather_delay"
PSG,5,6,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
TTN,9,4,0,0,"carrier_delay, weather_delay, nas_delay"
GGG,6,2,0,1,"late_aircraft_delay, weather_delay, carrier_delay"
SMX,3,1,0,0,"carrier_delay, weather_delay, nas_delay"
CIU,9,5,0,0,"carrier_delay, weather_delay, nas_delay"
RKS,11,0,0,1,"weather_delay, nas_delay, carrier_delay"
GUC,8,5,1,1,"late_aircraft_delay, carrier_delay, weather_delay"
AVL,5,80,21,14,"late_aircraft_delay, nas_delay, carrier_delay"
OAK,10,269,39,8,"carrier_delay, late_aircraft_delay, nas_delay"
IND,11,352,29,18,"nas_delay, carrier_delay, late_aircraft_delay"
DAL,7,402,143,57,"late_aircraft_delay, carrier_delay, nas_delay"
LGB,4,130,21,7,"late_aircraft_delay, carrier_delay, nas_delay"
CDV,6,3,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
BGM,2,3,0,0,"carrier_delay, weather_delay, nas_delay"
SJU,6,216,43,32,"late_aircraft_delay, nas_delay, carrier_delay"
PSP,10,102,7,1,"nas_delay, late_aircraft_delay, carrier_delay"
SAT,7,231,60,34,"late_aircraft_delay, carrier_delay, nas_delay"
GRB,8,31,5,5,"carrier_delay, late_aircraft_delay, nas_delay"
IAG,3,6,0,2,"nas_delay, late_aircraft_delay, carrier_delay"
DAB,8,16,1,3,"late_aircraft_delay, carrier_delay, nas_delay"
ABR,12,3,0,1,"carrier_delay, weather_delay, nas_delay"
HHH,4,21,2,0,"nas_delay, late_aircraft_delay, carrier_delay"
AGS,10,31,3,8,"weather_delay, late_aircraft_delay, carrier_delay"
CDV,4,6,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
PRC,4,6,0,0,"carrier_delay, weather_delay, nas_delay"
BRD,7,8,0,1,"nas_delay, carrier_delay, weather_delay"
SCK,12,0,2,2,"late_aircraft_delay, nas_delay, carrier_delay"
AKN,7,4,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
CPR,5,6,1,1,"carrier_delay, weather_delay, nas_delay"
VCT,2,1,0,0,"carrier_delay, weather_delay, nas_delay"
SCK,11,1,1,0,"carrier_delay, weather_delay, nas_delay"
ACT,11,13,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
CLE,7,253,68,43,"carrier_delay, late_aircraft_delay, nas_delay"
SRQ,12,119,20,13,"late_aircraft_delay, carrier_delay, nas_delay"
FLL,1,520,184,97,"late_aircraft_delay, carrier_delay, nas_delay"
HNL,5,417,64,22,"carrier_delay, late_aircraft_delay, nas_delay"
USA,7,2,0,3,"carrier_delay, weather_delay, late_aircraft_delay"
JAN,10,53,7,0,"carrier_delay, weather_delay, nas_delay"
HHH,8,12,3,1,"carrier_delay, late_aircraft_delay, nas_delay"
ITH,2,2,0,0,"carrier_delay, weather_delay, nas_delay"
ABY,1,5,0,0,"carrier_delay, weather_delay, nas_delay"
SWF,11,1,1,0,"carrier_delay, weather_delay, nas_delay"
DFW,3,1765,468,262,"late_aircraft_delay, carrier_delay, nas_delay"
BWI,11,613,89,15,"late_aircraft_delay, carrier_delay, nas_delay"
GSO,11,86,3,2,"nas_delay, late_aircraft_delay, carrier_delay"
RDU,2,355,41,17,"late_aircraft_delay, nas_delay, carrier_delay"
CAE,5,44,8,7,"nas_delay, carrier_delay, late_aircraft_delay"
EYW,1,45,15,16,"late_aircraft_delay, carrier_delay, nas_delay"
DSM,3,100,10,6,"carrier_delay, nas_delay, late_aircraft_delay"
ITO,4,56,5,0,"late_aircraft_delay, nas_delay, carrier_delay"
ACV,2,8,1,2,"late_aircraft_delay, nas_delay, carrier_delay"
BPT,9,4,0,0,"carrier_delay, weather_delay, nas_delay"
SBP,9,46,3,4,"late_aircraft_delay, carrier_delay, nas_delay"
DAB,10,27,0,1,"late_aircraft_delay, carrier_delay, nas_delay"
ELM,8,5,1,0,"carrier_delay, weather_delay, nas_delay"
RST,10,11,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
STT,8,21,5,4,"carrier_delay, late_aircraft_delay, nas_delay"
MTJ,10,12,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
DVL,3,3,0,1,"weather_delay, nas_delay, carrier_delay"
ALW,3,6,0,0,"carrier_delay, weather_delay, nas_delay"
IAG,5,1,0,0,"carrier_delay, weather_delay, nas_delay"
MCI,4,360,47,29,"late_aircraft_delay, carrier_delay, nas_delay"
GNV,1,17,2,2,"carrier_delay, late_aircraft_delay, weather_delay"
RNO,8,148,24,19,"late_aircraft_delay, carrier_delay, nas_delay"
ABQ,5,160,38,14,"carrier_delay, late_aircraft_delay, nas_delay"
SGF,1,36,9,5,"weather_delay, nas_delay, carrier_delay"
LBB,4,29,9,2,"carrier_delay, nas_delay, late_aircraft_delay"
IDA,6,29,2,3,"carrier_delay, late_aircraft_delay, weather_delay"
ELP,3,113,19,16,"late_aircraft_delay, carrier_delay, nas_delay"
CSG,5,6,0,0,"carrier_delay, nas_delay, weather_delay"
LCK,10,4,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
SCK,6,3,2,0,"late_aircraft_delay, carrier_delay, weather_delay"
ROA,10,28,6,0,"carrier_delay, late_aircraft_delay, nas_delay"
CAK,6,22,2,6,"late_aircraft_delay, carrier_delay, nas_delay"
PIH,4,10,0,0,"carrier_delay, weather_delay, nas_delay"
WRG,4,4,0,0,"carrier_delay, weather_delay, nas_delay"
SCK,7,5,1,0,"carrier_delay, late_aircraft_delay, nas_delay"
HYS,6,5,0,0,"carrier_delay, weather_delay, nas_delay"
DLG,6,2,0,0,"carrier_delay, weather_delay, nas_delay"
MSP,7,756,205,123,"carrier_delay, late_aircraft_delay, nas_delay"
BOS,7,886,205,147,"carrier_delay, late_aircraft_delay, nas_delay"
HNL,11,442,38,11,"carrier_delay, late_aircraft_delay, nas_delay"
DCA,1,784,134,114,"late_aircraft_delay, carrier_delay, nas_delay"
TUL,1,107,12,13,"late_aircraft_delay, nas_delay, carrier_delay"
AMA,4,26,3,3,"nas_delay, late_aircraft_delay, carrier_delay"
LAX,10,1380,155,65,"carrier_delay, late_aircraft_delay, nas_delay"
GSO,5,88,11,7,"carrier_delay, late_aircraft_delay, nas_delay"
TPA,8,403,75,57,"late_aircraft_delay, nas_delay, carrier_delay"
COS,11,83,8,5,"nas_delay, carrier_delay, late_aircraft_delay"
CYS,8,5,0,0,"carrier_delay, weather_delay, nas_delay"
DSM,4,98,10,4,"carrier_delay, nas_delay, late_aircraft_delay"
JAC,3,34,10,9,"late_aircraft_delay, weather_delay, nas_delay"
MGM,7,11,3,3,"carrier_delay, late_aircraft_delay, nas_delay"
BIL,6,24,7,4,"nas_delay, late_aircraft_delay, carrier_delay"
CYS,12,4,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
BFF,1,3,0,0,"carrier_delay, weather_delay, nas_delay"
GTR,5,7,0,1,"late_aircraft_delay, nas_delay, carrier_delay"
BRD,6,4,1,0,"nas_delay, carrier_delay, weather_delay"
RSW,3,310,76,52,"late_aircraft_delay, carrier_delay, nas_delay"
BZN,6,76,14,7,"late_aircraft_delay, nas_delay, carrier_delay"
PIT,1,252,25,14,"late_aircraft_delay, nas_delay, carrier_delay"
RDU,12,365,56,39,"late_aircraft_delay, carrier_delay, nas_delay"
SAV,11,143,11,7,"late_aircraft_delay, carrier_delay, nas_delay"
CHO,5,23,2,2,"late_aircraft_delay, nas_delay, carrier_delay"
MAF,9,66,10,0,"late_aircraft_delay, carrier_delay, weather_delay"
LFT,2,24,4,0,"late_aircraft_delay, nas_delay, weather_delay"
ACY,10,15,2,1,"late_aircraft_delay, nas_delay, carrier_delay"
RFD,3,7,4,0,"nas_delay, late_aircraft_delay, carrier_delay"
BLV,2,7,1,5,"late_aircraft_delay, carrier_delay, nas_delay"
PIA,1,17,2,5,"late_aircraft_delay, carrier_delay, weather_delay"
CMI,11,6,0,0,"carrier_delay, weather_delay, nas_delay"
BGR,11,18,0,1,"late_aircraft_delay, nas_delay, carrier_delay"
BFF,11,4,0,1,"late_aircraft_delay, nas_delay, carrier_delay"
COU,10,8,2,0,"nas_delay, carrier_delay, weather_delay"
PSG,1,5,0,0,"carrier_delay, weather_delay, nas_delay"
MLU,2,14,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
PRC,12,4,0,0,"carrier_delay, weather_delay, nas_delay"
OTH,12,3,0,0,"carrier_delay, weather_delay, nas_delay"
OTH,1,2,0,0,"carrier_delay, weather_delay, nas_delay"
USA,10,2,1,0,"carrier_delay, late_aircraft_delay, weather_delay"
INL,11,4,0,1,"weather_delay, carrier_delay, nas_delay"
MCO,8,786,204,155,"late_aircraft_delay, nas_delay, carrier_delay"
SMF,6,404,82,24,"late_aircraft_delay, carrier_delay, nas_delay"
PBI,3,215,45,33,"carrier_delay, late_aircraft_delay, nas_delay"
BOI,8,179,19,10,"late_aircraft_delay, carrier_delay, nas_delay"
SGF,12,58,13,7,"late_aircraft_delay, carrier_delay, weather_delay"
PIB,4,4,0,0,"carrier_delay, weather_delay, nas_delay"
SBP,5,34,4,2,"late_aircraft_delay, nas_delay, carrier_delay"
BRO,4,16,1,1,"weather_delay, nas_delay, late_aircraft_delay"
RDD,3,8,0,0,"carrier_delay, weather_delay, nas_delay"
BLI,10,7,1,2,"carrier_delay, nas_delay, weather_delay"
AZO,6,6,0,2,"carrier_delay, weather_delay, nas_delay"
MCW,7,2,0,2,"nas_delay, carrier_delay, weather_delay"
APN,4,2,1,0,"carrier_delay, nas_delay, weather_delay"
HRL,12,34,8,2,"carrier_delay, late_aircraft_delay, nas_delay"
DEN,6,1867,574,267,"late_aircraft_delay, carrier_delay, nas_delay"
MDT,12,23,8,5,"carrier_delay, nas_delay, late_aircraft_delay"
MSO,8,34,8,5,"carrier_delay, late_aircraft_delay, nas_delay"
ECP,12,50,6,7,"carrier_delay, nas_delay, late_aircraft_delay"
FLL,5,554,134,81,"late_aircraft_delay, carrier_delay, nas_delay"
LGB,3,112,19,6,"late_aircraft_delay, carrier_delay, nas_delay"
STT,4,41,13,4,"late_aircraft_delay, nas_delay, carrier_delay"
BTR,2,32,1,1,"carrier_delay, nas_delay, weather_delay"
ATW,12,39,6,3,"carrier_delay, late_aircraft_delay, nas_delay"
SYR,2,62,8,4,"late_aircraft_delay, nas_delay, carrier_delay"
XNA,3,78,17,5,"late_aircraft_delay, carrier_delay, nas_delay"
BMI,2,10,2,1,"late_aircraft_delay, carrier_delay, weather_delay"
KOA,1,92,22,3,"late_aircraft_delay, nas_delay, carrier_delay"
MDT,2,22,5,2,"nas_delay, weather_delay, late_aircraft_delay"
AVL,6,71,18,13,"late_aircraft_delay, carrier_delay, nas_delay"
SHV,10,34,7,0,"late_aircraft_delay, carrier_delay, weather_delay"
DIK,11,4,1,3,"carrier_delay, late_aircraft_delay, weather_delay"
ROA,12,9,5,3,"carrier_delay, late_aircraft_delay, nas_delay"
EVV,1,11,0,0,"carrier_delay, nas_delay, weather_delay"
PVU,8,14,0,0,"nas_delay, carrier_delay, weather_delay"
CDV,3,2,0,0,"carrier_delay, weather_delay, nas_delay"
HGR,12,0,0,1,"carrier_delay, weather_delay, nas_delay"
SMF,8,389,56,27,"late_aircraft_delay, carrier_delay, nas_delay"
ATL,1,1965,397,165,"carrier_delay, late_aircraft_delay, nas_delay"
ATL,5,2324,518,283,"late_aircraft_delay, carrier_delay, nas_delay"
SBA,4,35,3,6,"nas_delay, late_aircraft_delay, weather_delay"
SWF,7,3,1,0,"carrier_delay, nas_delay, weather_delay"
BTM,2,6,0,0,"carrier_delay, weather_delay, nas_delay"
RNO,9,154,20,12,"late_aircraft_delay, carrier_delay, nas_delay"
SAV,1,107,17,9,"late_aircraft_delay, carrier_delay, nas_delay"
SWO,11,7,2,0,"carrier_delay, weather_delay, nas_delay"
BLI,4,17,1,1,"carrier_delay, nas_delay, weather_delay"
HHH,5,15,4,7,"late_aircraft_delay, nas_delay, carrier_delay"
TRI,5,8,2,1,"late_aircraft_delay, carrier_delay, nas_delay"
LBL,7,3,0,0,"carrier_delay, weather_delay, nas_delay"
ATW,4,49,9,4,"carrier_delay, late_aircraft_delay, weather_delay"
LSE,11,7,0,0,"carrier_delay, weather_delay, nas_delay"
TYR,1,6,0,1,"weather_delay, carrier_delay, nas_delay"
SLN,6,3,1,2,"late_aircraft_delay, nas_delay, carrier_delay"
AZO,12,5,1,1,"carrier_delay, nas_delay, weather_delay"
ORH,10,9,0,0,"carrier_delay, weather_delay, nas_delay"
EKO,8,2,0,0,"carrier_delay, weather_delay, nas_delay"
PHX,7,1091,282,154,"late_aircraft_delay, carrier_delay, nas_delay"
DFW,10,2209,371,134,"late_aircraft_delay, carrier_delay, nas_delay"
BUR,4,188,24,11,"nas_delay, late_aircraft_delay, carrier_delay"
HNL,8,412,48,19,"carrier_delay, late_aircraft_delay, nas_delay"
CHS,1,160,15,13,"late_aircraft_delay, carrier_delay, nas_delay"
MDT,11,43,0,2,"carrier_delay, nas_delay, late_aircraft_delay"
ELP,2,105,8,5,"late_aircraft_delay, nas_delay, weather_delay"
IAD,2,310,24,9,"carrier_delay, nas_delay, late_aircraft_delay"
MHT,8,43,5,4,"carrier_delay, nas_delay, late_aircraft_delay"
HPN,9,86,8,6,"carrier_delay, late_aircraft_delay, nas_delay"
EUG,12,39,13,1,"late_aircraft_delay, carrier_delay, nas_delay"
ACY,7,26,4,3,"late_aircraft_delay, carrier_delay, nas_delay"
MFE,9,38,6,2,"late_aircraft_delay, nas_delay, carrier_delay"
ITO,8,52,4,0,"late_aircraft_delay, carrier_delay, weather_delay"
MOB,12,15,3,1,"carrier_delay, nas_delay, late_aircraft_delay"
PLN,6,5,3,0,"carrier_delay, weather_delay, nas_delay"
SPS,3,8,0,0,"carrier_delay, weather_delay, nas_delay"
MCO,9,877,114,50,"late_aircraft_delay, carrier_delay, nas_delay"
RDU,10,416,48,18,"carrier_delay, late_aircraft_delay, nas_delay"
PHX,9,1255,161,62,"late_aircraft_delay, carrier_delay, nas_delay"
CLE,9,307,30,14,"late_aircraft_delay, carrier_delay, nas_delay"
SAV,5,143,33,15,"nas_delay, late_aircraft_delay, carrier_delay"
ABE,1,21,3,5,"carrier_delay, late_aircraft_delay, nas_delay"
AVL,9,74,15,5,"late_aircraft_delay, carrier_delay, nas_delay"
BUR,5,169,25,21,"late_aircraft_delay, nas_delay, carrier_delay"
BZN,9,94,9,4,"late_aircraft_delay, carrier_delay, nas_delay"
IAD,6,341,48,29,"carrier_delay, late_aircraft_delay, nas_delay"
GTR,10,3,0,0,"carrier_delay, weather_delay, nas_delay"
RAP,7,38,15,3,"late_aircraft_delay, nas_delay, weather_delay"
SYR,5,102,15,7,"late_aircraft_delay, carrier_delay, nas_delay"
LEX,6,58,8,7,"late_aircraft_delay, weather_delay, carrier_delay"
CMX,3,7,0,0,"nas_delay, weather_delay, carrier_delay"
BGR,1,10,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
TWF,12,5,0,1,"carrier_delay, weather_delay, nas_delay"
ASE,12,40,8,22,"carrier_delay, weather_delay, nas_delay"
PVU,2,11,1,0,"carrier_delay, weather_delay, nas_delay"
FLG,7,10,0,1,"carrier_delay, nas_delay, weather_delay"
HLN,1,10,2,3,"carrier_delay, weather_delay, late_aircraft_delay"
BFL,1,12,1,1,"carrier_delay, nas_delay, weather_delay"
VCT,9,7,0,0,"carrier_delay, weather_delay, nas_delay"
BRW,10,2,0,0,"carrier_delay, weather_delay, nas_delay"
PPG,12,1,0,0,"carrier_delay, weather_delay, nas_delay"
PSM,3,3,0,0,"nas_delay, carrier_delay, weather_delay"
COS,2,80,10,5,"carrier_delay, late_aircraft_delay, nas_delay"
BUR,12,198,43,13,"late_aircraft_delay, nas_delay, carrier_delay"
STL,10,494,63,12,"late_aircraft_delay, carrier_delay, nas_delay"
PSP,5,85,12,11,"nas_delay, carrier_delay, late_aircraft_delay"
CLT,10,1581,283,119,"late_aircraft_delay, carrier_delay, nas_delay"
BJI,6,7,1,3,"carrier_delay, weather_delay, nas_delay"
HRL,8,24,3,0,"late_aircraft_delay, carrier_delay, weather_delay"
ITH,6,6,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
CRW,6,23,8,3,"weather_delay, late_aircraft_delay, carrier_delay"
GRB,7,28,3,2,"nas_delay, late_aircraft_delay, carrier_delay"
BLI,12,19,1,1,"late_aircraft_delay, carrier_delay, weather_delay"
MLI,8,30,5,3,"carrier_delay, late_aircraft_delay, nas_delay"
ABE,12,23,8,1,"late_aircraft_delay, nas_delay, carrier_delay"
ELM,9,8,0,1,"weather_delay, carrier_delay, nas_delay"
EVV,9,7,1,2,"late_aircraft_delay, weather_delay, nas_delay"
USA,3,5,1,4,"late_aircraft_delay, carrier_delay, weather_delay"
LCK,8,2,1,4,"late_aircraft_delay, nas_delay, weather_delay"
HIB,2,3,0,0,"carrier_delay, weather_delay, nas_delay"
CMX,8,5,0,0,"late_aircraft_delay, nas_delay, carrier_delay"
BGM,10,2,0,0,"carrier_delay, weather_delay, nas_delay"
SPN,1,2,0,0,"carrier_delay, weather_delay, nas_delay"
SJU,2,188,47,14,"carrier_delay, late_aircraft_delay, nas_delay"
CVG,6,278,50,25,"late_aircraft_delay, carrier_delay, nas_delay"
DFW,7,1647,628,450,"late_aircraft_delay, carrier_delay, nas_delay"
SAN,8,734,126,52,"late_aircraft_delay, carrier_delay, nas_delay"
SGU,5,16,2,1,"nas_delay, carrier_delay, weather_delay"
XNA,4,74,7,10,"late_aircraft_delay, carrier_delay, weather_delay"
SGF,8,63,12,13,"carrier_delay, late_aircraft_delay, nas_delay"
BTR,10,31,1,3,"late_aircraft_delay, carrier_delay, nas_delay"
PSP,8,64,7,1,"nas_delay, late_aircraft_delay, carrier_delay"
BOI,4,155,21,7,"weather_delay, nas_delay, late_aircraft_delay"
CHO,8,17,5,2,"late_aircraft_delay, nas_delay, carrier_delay"
IDA,12,32,3,5,"carrier_delay, late_aircraft_delay, weather_delay"
LFT,6,27,2,2,"carrier_delay, weather_delay, late_aircraft_delay"
CLL,12,9,1,1,"nas_delay, carrier_delay, weather_delay"
MOT,6,12,3,1,"late_aircraft_delay, nas_delay, carrier_delay"
SUN,8,9,1,2,"nas_delay, late_aircraft_delay, carrier_delay"
STC,2,2,0,0,"carrier_delay, weather_delay, nas_delay"
GTF,7,10,0,2,"carrier_delay, late_aircraft_delay, nas_delay"
FWA,12,35,3,7,"carrier_delay, nas_delay, late_aircraft_delay"
BLV,8,9,1,3,"late_aircraft_delay, carrier_delay, nas_delay"
MEI,12,2,2,1,"late_aircraft_delay, nas_delay, carrier_delay"
CWA,4,6,0,0,"carrier_delay, weather_delay, nas_delay"
ROA,1,9,3,2,"carrier_delay, late_aircraft_delay, nas_delay"
CLT,5,1247,418,281,"late_aircraft_delay, carrier_delay, nas_delay"
SDF,2,146,17,5,"carrier_delay, nas_delay, late_aircraft_delay"
ASE,7,54,14,4,"late_aircraft_delay, weather_delay, nas_delay"
BQN,1,17,2,0,"nas_delay, carrier_delay, late_aircraft_delay"
ECP,8,79,8,3,"late_aircraft_delay, carrier_delay, nas_delay"
MQT,3,3,0,0,"carrier_delay, weather_delay, nas_delay"
EVV,8,13,1,1,"nas_delay, late_aircraft_delay, carrier_delay"
PWM,12,53,9,6,"late_aircraft_delay, nas_delay, weather_delay"
LRD,9,12,3,1,"late_aircraft_delay, carrier_delay, nas_delay"
CYS,10,5,0,0,"carrier_delay, weather_delay, nas_delay"
LBL,4,9,0,0,"carrier_delay, weather_delay, nas_delay"
LBF,11,7,0,0,"carrier_delay, weather_delay, nas_delay"
HOB,12,5,1,1,"carrier_delay, weather_delay, nas_delay"
PBG,7,3,0,0,"carrier_delay, weather_delay, nas_delay"
RKS,2,3,0,0,"carrier_delay, weather_delay, nas_delay"
ROW,5,1,0,2,"carrier_delay, weather_delay, nas_delay"
OME,11,1,0,0,"carrier_delay, weather_delay, nas_delay"
GEG,6,112,17,10,"late_aircraft_delay, carrier_delay, nas_delay"
ATL,3,2293,379,144,"carrier_delay, nas_delay, late_aircraft_delay"
SEA,4,997,175,58,"carrier_delay, late_aircraft_delay, nas_delay"
HOU,3,377,74,35,"late_aircraft_delay, carrier_delay, nas_delay"
COS,10,94,8,9,"carrier_delay, late_aircraft_delay, nas_delay"
CID,1,26,10,10,"weather_delay, late_aircraft_delay, nas_delay"
SHR,9,4,0,0,"carrier_delay, weather_delay, nas_delay"
DHN,12,7,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
PIB,12,3,0,0,"carrier_delay, weather_delay, nas_delay"
BRO,12,16,1,4,"carrier_delay, weather_delay, late_aircraft_delay"
BTV,1,39,6,3,"late_aircraft_delay, nas_delay, weather_delay"
STX,11,8,2,0,"late_aircraft_delay, carrier_delay, weather_delay"
BIH,8,6,0,0,"carrier_delay, weather_delay, nas_delay"
BGR,3,9,0,4,"late_aircraft_delay, carrier_delay, nas_delay"
VLD,3,4,0,0,"carrier_delay, weather_delay, nas_delay"
MLB,10,20,0,0,"carrier_delay, weather_delay, nas_delay"
CMI,1,5,2,0,"carrier_delay, weather_delay, nas_delay"
LBE,12,2,0,1,"nas_delay, carrier_delay, weather_delay"
SMX,9,0,0,1,"weather_delay, carrier_delay, nas_delay"
LBE,5,11,0,0,"carrier_delay, weather_delay, nas_delay"
MCI,7,308,58,49,"late_aircraft_delay, carrier_delay, nas_delay"
OKC,1,116,17,7,"carrier_delay, late_aircraft_delay, nas_delay"
ICT,10,66,9,2,"late_aircraft_delay, carrier_delay, nas_delay"
RNO,12,126,19,14,"carrier_delay, late_aircraft_delay, nas_delay"
IDA,2,12,2,2,"carrier_delay, weather_delay, nas_delay"
SCE,6,10,1,2,"weather_delay, late_aircraft_delay, carrier_delay"
SLN,11,7,0,0,"carrier_delay, weather_delay, nas_delay"
RFD,2,8,1,0,"carrier_delay, nas_delay, late_aircraft_delay"
CDV,5,8,1,0,"nas_delay, late_aircraft_delay, carrier_delay"
BTM,9,4,0,0,"carrier_delay, weather_delay, nas_delay"
STC,11,2,0,0,"carrier_delay, weather_delay, nas_delay"
BJI,9,3,0,0,"carrier_delay, weather_delay, nas_delay"
CMH,5,294,52,22,"late_aircraft_delay, nas_delay, weather_delay"
LAX,4,1165,155,89,"late_aircraft_delay, carrier_delay, nas_delay"
GSO,10,86,9,2,"nas_delay, carrier_delay, late_aircraft_delay"
CRP,7,25,3,6,"late_aircraft_delay, nas_delay, carrier_delay"
MOB,5,13,3,1,"late_aircraft_delay, carrier_delay, weather_delay"
RDM,11,46,2,2,"nas_delay, carrier_delay, late_aircraft_delay"
CHS,2,140,13,6,"late_aircraft_delay, carrier_delay, nas_delay"
RHI,1,6,0,1,"carrier_delay, weather_delay, nas_delay"
CSG,1,8,1,1,"carrier_delay, weather_delay, nas_delay"
PBG,8,0,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
COD,11,3,1,1,"late_aircraft_delay, carrier_delay, weather_delay"
ESC,5,5,0,0,"carrier_delay, weather_delay, nas_delay"
JST,1,1,0,2,"late_aircraft_delay, carrier_delay, nas_delay"
PHL,8,623,174,113,"late_aircraft_delay, carrier_delay, nas_delay"
DIK,9,7,0,0,"carrier_delay, weather_delay, nas_delay"
ECP,2,39,0,3,"late_aircraft_delay, weather_delay, carrier_delay"
OMA,10,182,13,3,"carrier_delay, late_aircraft_delay, nas_delay"
ANC,11,82,15,4,"carrier_delay, late_aircraft_delay, nas_delay"
GGG,5,2,1,1,"carrier_delay, nas_delay, late_aircraft_delay"
MYR,6,153,30,12,"carrier_delay, late_aircraft_delay, nas_delay"
JAN,2,44,5,0,"carrier_delay, late_aircraft_delay, nas_delay"
IDA,5,27,1,3,"weather_delay, late_aircraft_delay, carrier_delay"
SBN,2,27,4,2,"late_aircraft_delay, nas_delay, carrier_delay"
INL,7,2,1,0,"carrier_delay, nas_delay, weather_delay"
MVY,7,19,5,2,"carrier_delay, nas_delay, late_aircraft_delay"
CRP,10,30,3,2,"nas_delay, late_aircraft_delay, carrier_delay"
LBF,12,4,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
PRC,5,3,1,2,"weather_delay, carrier_delay, nas_delay"
GCC,4,4,0,1,"carrier_delay, weather_delay, nas_delay"
PBG,4,4,2,0,"carrier_delay, late_aircraft_delay, nas_delay"
MCW,9,5,1,1,"late_aircraft_delay, weather_delay, carrier_delay"
PSE,10,0,1,0,"carrier_delay, weather_delay, nas_delay"
TXK,2,2,0,0,"carrier_delay, weather_delay, nas_delay"
MSN,9,83,7,3,"carrier_delay, nas_delay, late_aircraft_delay"
TWF,1,5,0,0,"carrier_delay, weather_delay, nas_delay"
GRK,8,14,2,0,"late_aircraft_delay, carrier_delay, nas_delay"
GNV,10,22,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
DAY,3,45,5,4,"late_aircraft_delay, carrier_delay, nas_delay"
RDD,4,5,1,0,"carrier_delay, nas_delay, weather_delay"
CDV,1,5,1,0,"nas_delay, carrier_delay, weather_delay"
VLD,7,2,0,1,"carrier_delay, weather_delay, nas_delay"
DFW,11,1961,337,166,"late_aircraft_delay, carrier_delay, weather_delay"
PHL,9,725,106,48,"late_aircraft_delay, carrier_delay, nas_delay"
ORF,5,115,21,18,"late_aircraft_delay, carrier_delay, nas_delay"
EYW,11,51,7,2,"late_aircraft_delay, nas_delay, carrier_delay"
IAD,5,338,46,41,"late_aircraft_delay, carrier_delay, nas_delay"
TYS,6,111,14,6,"nas_delay, late_aircraft_delay, carrier_delay"
PIA,9,36,3,4,"carrier_delay, late_aircraft_delay, nas_delay"
FSD,5,56,3,2,"late_aircraft_delay, nas_delay, weather_delay"
SHV,7,33,7,5,"carrier_delay, late_aircraft_delay, nas_delay"
LAN,12,8,1,0,"weather_delay, carrier_delay, nas_delay"
VPS,11,56,9,2,"late_aircraft_delay, carrier_delay, nas_delay"
ROA,11,28,0,5,"late_aircraft_delay, carrier_delay, weather_delay"
XWA,9,13,0,0,"carrier_delay, weather_delay, nas_delay"
HSV,1,44,2,8,"late_aircraft_delay, carrier_delay, nas_delay"
BQN,2,14,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
IDA,3,19,2,0,"nas_delay, carrier_delay, late_aircraft_delay"
LWS,11,15,1,0,"carrier_delay, weather_delay, nas_delay"
STS,7,32,6,2,"late_aircraft_delay, nas_delay, weather_delay"
DRO,3,19,6,0,"carrier_delay, nas_delay, late_aircraft_delay"
BRW,4,1,0,0,"carrier_delay, weather_delay, nas_delay"
HLN,10,22,0,0,"carrier_delay, weather_delay, nas_delay"
JAC,4,22,3,1,"late_aircraft_delay, carrier_delay, nas_delay"
LWS,12,7,0,1,"carrier_delay, weather_delay, nas_delay"
MBS,1,7,0,5,"carrier_delay, weather_delay, nas_delay"
ABI,9,8,2,2,"carrier_delay, nas_delay, late_aircraft_delay"
SJT,6,4,1,1,"carrier_delay, late_aircraft_delay, nas_delay"
LBE,9,6,0,0,"carrier_delay, weather_delay, nas_delay"
