ac.aeroporto_partenza,ac.compagnia,ac.numero_voli,ac.ritardo_medio_partenza,ac.ritardo_medio_arrivo,ac.tasso_cancellazione,differenza,classifica
SCC,AS,391,-4.91,-5.13,2.81,0.0,1
SCE,YX,6,-1.67,10.5,0.00,-15.2,1
SCE,OH,11,-1.44,0.0,18.18,-14.97,2
SCE,OO,408,14.1,10.12,1.72,0.57,3
SCK,G4,383,24.36,24.61,0.26,0.0,1
SDF,YX,4634,1.45,-1.74,0.93,-7.63,1
SDF,DL,1778,4.02,-2.66,0.96,-5.06,2
SDF,WN,3790,7.36,1.52,0.79,-1.72,3
SDF,MQ,1158,10.74,8.24,1.12,1.66,4
SDF,OO,1392,11.94,7.55,0.79,2.86,5
SDF,UA,601,12.01,6.38,1.00,2.93,6
SDF,9E,136,14.65,12.89,2.21,5.57,7
SDF,OH,1201,15.26,12.79,1.33,6.18,8
SDF,G4,511,20.35,16.75,2.35,11.27,9
SDF,NK,637,20.38,13.95,1.26,11.3,10
SDF,AA,1916,20.84,18.9,2.14,11.76,11
SEA,OO,19679,6.88,4.35,0.42,-2.91,1
SEA,DL,22717,8.8,2.9,0.62,-0.99,2
SEA,AS,57568,9.49,6.85,1.59,-0.3,3
SEA,UA,6543,10.82,5.69,1.76,1.03,4
SEA,WN,6108,14.08,6.78,0.21,4.29,5
SEA,MQ,372,16.91,7.67,0.00,7.12,6
SEA,NK,694,17.69,10.7,0.86,7.9,7
SEA,AA,3905,17.91,10.94,1.49,8.12,8
SEA,HA,552,18.33,16.09,2.54,8.54,9
SEA,F9,1077,21.36,16.61,2.04,11.57,10
SEA,B6,532,23.67,16.76,0.75,13.88,11
SFB,G4,6911,13.83,11.56,1.69,0.0,1
SFO,HA,555,6.98,6.31,1.80,-7.97,1
SFO,AS,8249,10.97,8.36,2.85,-3.98,2
SFO,UA,36724,12.41,4.21,1.47,-2.54,3
SFO,OO,23527,13.18,8.67,1.47,-1.77,4
SFO,DL,9182,15.86,6.88,0.65,0.91,5
SFO,B6,2832,17.02,11.48,0.49,2.07,6
SFO,MQ,35,20.09,11.06,0.00,5.14,7
SFO,WN,5538,21.87,15.45,0.47,6.92,8
SFO,AA,7518,22.33,16.21,1.08,7.38,9
SFO,F9,3402,33.72,31.22,2.23,18.77,10
SGF,9E,463,7.65,1.7,0.22,-9.2,1
SGF,DL,274,13.88,5.4,0.73,-2.97,2
SGF,MQ,2924,14.13,11.25,1.37,-2.72,3
SGF,G4,632,18.21,14.63,1.42,1.36,4
SGF,OO,1821,20.1,14.89,0.88,3.25,5
SGF,OH,734,25.31,23.7,0.82,8.46,6
SGU,OO,2148,6.9,2.06,0.23,0.0,1
SHR,OO,497,4.62,5.43,1.61,0.0,1
SHV,9E,867,6.21,-0.55,1.96,-7.07,1
SHV,MQ,618,11.42,6.56,1.94,-1.86,2
SHV,OO,459,15.53,10.27,0.87,2.25,3
SHV,OH,1271,17.64,15.23,2.28,4.36,4
SHV,G4,109,19.77,15.12,1.83,6.49,5
SIT,AS,969,-2.45,-2.76,1.55,-3.3,1
SIT,OO,64,53.2,48.35,6.25,52.35,2
SJC,HA,479,0.56,-3.97,0.63,-6.0,1
SJC,OO,6385,2.4,0.22,0.19,-4.16,2
SJC,AS,2085,2.61,-0.32,2.54,-3.95,3
SJC,MQ,273,2.68,-3.16,0.73,-3.88,4
SJC,UA,1529,4.92,-2.61,1.64,-1.64,5
SJC,DL,1585,5.72,-2.96,0.63,-0.84,6
SJC,WN,21266,7.51,1.52,0.55,0.95,7
SJC,F9,450,8.43,9.73,0.67,1.87,8
SJC,NK,1922,10.96,8.41,1.25,4.4,9
SJC,AA,1092,14.39,8.53,1.01,7.83,10
SJC,B6,126,42.2,31.28,2.38,35.64,11
SJT,OO,267,11.04,10.17,1.87,-0.46,1
SJT,MQ,551,11.71,9.95,2.00,0.21,2
SJU,DL,2601,8.48,5.61,0.38,-10.03,1
SJU,WN,2936,10.32,8.49,0.82,-8.19,2
SJU,UA,2241,12.64,10.36,1.70,-5.87,3
SJU,NK,3372,17.07,12.88,2.37,-1.44,4
SJU,AA,2934,21.71,21.82,0.51,3.2,5
SJU,F9,4248,22.33,21.86,2.19,3.82,6
SJU,B6,7215,24.44,16.73,1.15,5.93,7
SJU,MQ,11,25.55,26.0,0.00,7.04,8
SLC,OO,23267,4.43,0.4,0.31,-4.99,1
SLC,AS,881,6.81,4.26,1.70,-2.61,2
SLC,HA,166,6.99,2.48,0.00,-2.43,3
SLC,MQ,93,8.56,-5.27,0.00,-0.86,4
SLC,DL,39822,10.1,4.86,0.66,0.68,5
SLC,WN,8880,11.88,5.23,0.37,2.46,6
SLC,UA,2942,11.96,6.75,1.70,2.54,7
SLC,NK,903,13.02,7.43,1.11,3.6,8
SLC,F9,2338,17.83,16.16,2.35,8.41,9
SLC,B6,1084,18.91,13.67,0.83,9.49,10
SLC,AA,2760,20.52,15.23,1.52,11.1,11
SLN,OO,531,12.66,9.83,1.88,0.0,1
SMF,MQ,176,2.75,-2.78,0.00,-6.23,1
SMF,OO,6403,4.93,1.69,0.41,-4.05,2
SMF,DL,2335,5.63,-1.23,0.69,-3.35,3
SMF,AS,868,6.03,4.21,1.61,-2.95,4
SMF,HA,673,6.04,4.05,0.59,-2.94,5
SMF,UA,2929,6.5,0.43,1.47,-2.48,6
SMF,F9,601,8.68,9.13,1.83,-0.3,7
SMF,WN,22696,9.37,3.36,0.52,0.39,8
SMF,NK,1321,11.12,8.15,1.67,2.14,9
SMF,AA,2553,18.36,12.53,1.53,9.38,10
SMF,B6,273,50.93,44.69,1.10,41.95,11
SMX,G4,80,45.73,44.14,0.00,0.0,1
SNA,AS,3022,2.14,0.97,1.26,-8.69,1
SNA,NK,907,6.79,4.46,1.98,-4.04,2
SNA,UA,4256,7.76,1.88,0.78,-3.07,3
SNA,WN,10858,8.44,0.53,0.66,-2.39,4
SNA,DL,3400,12.66,5.41,0.47,1.83,5
SNA,OO,3008,13.11,14.5,1.20,2.28,6
SNA,F9,805,13.26,11.11,2.36,2.43,7
SNA,AA,4570,19.68,13.23,1.25,8.85,8
SNA,G4,810,27.84,24.43,1.36,17.01,9
SPI,G4,84,25.83,24.38,2.38,0.0,1
SPN,UA,268,-0.96,-4.44,0.37,0.0,1
SPS,MQ,83,10.06,1.96,1.20,-3.01,1
SPS,OO,440,13.65,10.11,2.27,0.58,2
SRQ,G4,1834,8.31,5.67,4.47,-4.79,1
SRQ,WN,3124,10.25,4.98,4.16,-2.85,2
SRQ,UA,1212,11.34,7.22,3.47,-1.76,3
SRQ,YX,161,12.12,13.11,3.73,-0.98,4
SRQ,DL,2201,13.0,9.46,3.45,-0.1,5
SRQ,B6,549,14.39,12.23,3.83,1.29,6
SRQ,AA,1996,18.32,16.18,3.36,5.22,7
SRQ,OH,276,18.97,14.9,3.99,5.87,8
SRQ,F9,392,24.99,25.15,5.10,11.89,9
SRQ,MQ,11,32.0,22.0,0.00,18.9,10
SRQ,OO,37,79.81,80.17,2.70,66.71,11
STC,G4,89,23.11,14.21,2.25,0.0,1
STL,AS,521,4.45,1.72,0.96,-7.36,1
STL,YX,1468,5.15,-0.18,1.29,-6.66,2
STL,9E,1076,5.8,-1.39,3.25,-6.01,3
STL,DL,4081,6.25,0.21,0.74,-5.56,4
STL,MQ,1352,10.76,7.17,2.14,-1.05,5
STL,WN,30690,11.63,5.37,0.76,-0.18,6
STL,UA,2240,14.51,11.95,1.38,2.7,7
STL,AA,5248,16.05,14.2,1.77,4.24,8
STL,OH,324,17.02,14.93,1.54,5.21,9
STL,OO,427,17.65,12.59,1.41,5.84,10
STL,F9,766,27.86,22.98,3.00,16.05,11
STL,NK,313,28.8,23.18,4.47,16.99,12
STS,MQ,173,6.64,3.18,0.00,-3.12,1
STS,OO,2222,7.42,8.85,0.54,-2.34,2
STS,AS,243,9.0,9.27,1.23,-0.76,3
STS,AA,130,55.17,56.8,0.00,45.41,4
STT,UA,547,6.87,4.65,1.10,-12.52,1
STT,F9,52,9.69,22.46,0.00,-9.7,2
STT,NK,748,16.47,11.64,1.60,-2.92,3
STT,B6,488,17.73,14.73,1.84,-1.66,4
STT,DL,628,20.06,18.36,0.96,0.67,5
STT,AA,1453,26.22,25.85,0.96,6.83,6
STX,F9,16,1.31,11.38,0.00,-14.9,1
STX,DL,78,9.81,4.39,1.28,-6.4,2
STX,B6,14,14.21,20.43,0.00,-2.0,3
STX,AA,551,17.09,17.89,0.73,0.88,4
STX,NK,197,17.64,18.38,2.54,1.43,5
SUN,OO,1439,12.52,9.3,1.25,0.0,1
SUX,OO,529,21.98,19.78,1.70,0.0,1
SWF,G4,286,26.68,22.08,2.45,0.0,1
SWO,MQ,116,9.4,5.79,0.86,-3.07,1
SWO,OO,423,13.32,9.76,2.60,0.85,2
SYR,YX,996,4.31,0.83,1.81,-6.87,1
SYR,9E,1372,5.39,-0.99,2.41,-5.79,2
SYR,UA,667,5.43,3.68,1.05,-5.75,3
SYR,MQ,602,6.13,3.21,0.83,-5.05,4
SYR,DL,811,9.59,1.19,0.86,-1.59,5
SYR,B6,970,11.74,8.18,2.58,0.56,6
SYR,WN,618,12.2,4.56,0.32,1.02,7
SYR,OO,832,13.99,9.66,1.20,2.81,8
SYR,AA,1220,15.66,12.25,1.31,4.48,9
SYR,OH,349,21.17,21.26,0.86,9.99,10
SYR,F9,326,22.26,18.07,3.99,11.08,11
SYR,G4,462,26.09,19.08,1.95,14.91,12
TLH,DL,1037,1.54,-4.55,1.16,-7.95,1
TLH,B6,227,7.91,2.45,2.64,-1.58,2
TLH,9E,440,10.2,9.05,2.73,0.71,3
TLH,MQ,2122,10.44,8.92,1.65,0.95,4
TLH,YX,32,16.39,17.19,3.13,6.9,5
TLH,OH,683,18.46,16.05,2.20,8.97,6
TOL,G4,262,20.22,15.08,1.53,0.0,1
TPA,YX,16,1.44,0.13,0.00,-13.07,1
TPA,NK,4327,8.95,6.06,2.96,-5.56,2
TPA,WN,17972,12.58,7.78,2.23,-1.93,3
TPA,UA,6292,12.89,8.9,3.12,-1.62,4
TPA,MQ,948,13.58,11.63,2.53,-0.93,5
TPA,DL,9481,14.09,8.95,2.06,-0.42,6
TPA,F9,4810,16.59,13.12,2.79,2.08,7
TPA,AA,9513,18.12,15.13,2.82,3.61,8
TPA,B6,3847,20.86,15.68,2.60,6.35,9
TPA,AS,769,20.99,18.87,4.94,6.48,10
TPA,9E,5,108.0,123.4,0.00,93.49,11
TRI,9E,819,3.14,-4.85,0.61,-5.05,1
TRI,MQ,322,6.37,-1.12,0.93,-1.82,2
TRI,OO,105,14.03,7.15,0.95,5.84,3
TRI,OH,125,15.93,11.74,3.20,7.74,4
TRI,DL,113,19.0,8.37,0.00,10.81,5
TRI,G4,114,25.68,24.61,3.51,17.49,6
TTN,F9,1190,19.59,13.7,3.36,0.0,1
TUL,UA,367,1.16,4.53,1.09,-7.32,1
TUL,YX,504,2.75,-0.52,1.79,-5.73,2
TUL,MQ,1242,5.36,1.89,1.37,-3.12,3
TUL,DL,1017,5.77,-2.27,0.79,-2.71,4
TUL,WN,4099,5.81,-0.23,0.59,-2.67,5
TUL,OO,2518,6.07,2.13,0.68,-2.41,6
TUL,9E,177,7.98,1.35,0.00,-0.5,7
TUL,OH,559,18.67,17.02,1.07,10.19,8
TUL,AA,1768,19.74,17.23,2.04,11.26,9
TUL,G4,295,22.0,16.38,0.68,13.52,10
TUS,MQ,580,1.81,-0.24,0.69,-7.25,1
TUS,DL,804,7.31,-1.07,0.75,-1.75,2
TUS,OO,5908,7.63,5.67,0.37,-1.43,3
TUS,AS,390,9.14,10.84,0.51,0.08,4
TUS,WN,3308,9.28,3.06,0.57,0.22,5
TUS,UA,806,12.55,5.35,1.12,3.49,6
TUS,AA,2437,13.44,10.82,1.93,4.38,7
TVC,YX,296,8.22,9.3,1.35,-7.84,1
TVC,DL,316,9.79,3.37,2.22,-6.27,2
TVC,MQ,486,10.06,6.37,0.41,-6.0,3
TVC,OH,123,11.79,7.9,0.00,-4.27,4
TVC,9E,183,12.19,9.43,1.09,-3.87,5
TVC,UA,433,14.89,13.75,0.92,-1.17,6
TVC,OO,845,21.41,19.78,1.66,5.35,7
TVC,G4,213,24.6,19.67,2.82,8.54,8
TVC,AA,63,58.17,55.56,0.00,42.11,9
TWF,OO,525,-0.86,-5.89,0.38,0.0,1
TXK,OO,228,18.98,17.8,4.82,-1.09,1
TXK,MQ,321,20.81,18.89,0.93,0.74,2
TYR,MQ,154,16.5,11.59,1.30,-1.23,1
TYR,OO,651,18.02,13.87,2.46,0.29,2
TYS,UA,238,3.17,-2.64,0.84,-6.99,1
TYS,9E,2060,4.12,-2.92,1.94,-6.04,2
TYS,DL,1028,5.12,-3.62,1.07,-5.04,3
TYS,YX,541,6.51,4.05,1.85,-3.65,4
TYS,MQ,771,9.41,7.57,0.91,-0.75,5
TYS,OH,2725,9.73,8.2,1.50,-0.43,6
TYS,OO,1079,10.88,7.51,1.76,0.72,7
TYS,G4,2009,13.9,10.38,2.09,3.74,8
TYS,F9,184,20.12,17.86,1.09,9.96,9
TYS,AA,1062,22.46,16.52,2.35,12.3,10
USA,G4,519,26.64,23.49,2.12,0.0,1
VCT,OO,463,16.67,10.67,2.81,0.0,1
VEL,OO,36,31.36,25.33,0.00,0.0,1
VLD,OO,41,-0.29,-1.95,0.00,-9.61,1
VLD,9E,510,10.11,5.79,1.96,0.79,2
VPS,YX,55,-4.36,-8.04,0.00,-17.83,1
VPS,WN,1427,8.64,2.78,0.49,-4.83,2
VPS,DL,1888,9.25,2.39,0.58,-4.22,3
VPS,OH,523,10.93,11.47,2.10,-2.54,4
VPS,G4,1627,13.46,9.23,1.23,-0.01,5
VPS,MQ,284,17.41,13.74,2.82,3.94,6
VPS,9E,15,20.29,24.29,6.67,6.82,7
VPS,AA,1429,24.76,23.31,1.47,11.29,8
WRG,AS,531,-0.97,-3.35,1.69,0.0,1
WYS,OO,220,11.22,7.27,0.45,0.0,1
XNA,DL,418,3.43,-5.23,0.48,-7.25,1
XNA,YX,603,5.09,0.52,1.33,-5.59,2
XNA,9E,1441,6.35,1.1,0.69,-4.33,3
XNA,UA,164,6.46,4.17,0.00,-4.22,4
XNA,F9,140,7.9,8.1,0.00,-2.78,5
XNA,OO,1743,8.27,4.67,0.69,-2.41,6
XNA,MQ,4011,10.6,8.16,0.80,-0.08,7
XNA,AA,967,20.2,20.01,0.83,9.52,8
XNA,OH,150,21.05,19.27,2.67,10.37,9
XNA,G4,623,22.8,18.79,1.12,12.12,10
XWA,OO,1400,22.88,19.16,1.57,0.0,1
YAK,AS,513,0.4,-1.46,2.34,0.0,1
YUM,MQ,437,4.78,1.09,0.69,-5.54,1
YUM,OO,841,13.2,10.98,0.36,2.88,2
